date,vaccination.age.0-11.1st.todate,vaccination.age.0-11.2nd.todate,vaccination.age.0-11.3rd.todate,vaccination.age.12-17.1st.todate,vaccination.age.12-17.2nd.todate,vaccination.age.12-17.3rd.todate,vaccination.age.18-24.1st.todate,vaccination.age.18-24.2nd.todate,vaccination.age.18-24.3rd.todate,vaccination.age.25-29.1st.todate,vaccination.age.25-29.2nd.todate,vaccination.age.25-29.3rd.todate,vaccination.age.30-34.1st.todate,vaccination.age.30-34.2nd.todate,vaccination.age.30-34.3rd.todate,vaccination.age.35-39.1st.todate,vaccination.age.35-39.2nd.todate,vaccination.age.35-39.3rd.todate,vaccination.age.40-44.1st.todate,vaccination.age.40-44.2nd.todate,vaccination.age.40-44.3rd.todate,vaccination.age.45-49.1st.todate,vaccination.age.45-49.2nd.todate,vaccination.age.45-49.3rd.todate,vaccination.age.50-54.1st.todate,vaccination.age.50-54.2nd.todate,vaccination.age.50-54.3rd.todate,vaccination.age.55-59.1st.todate,vaccination.age.55-59.2nd.todate,vaccination.age.55-59.3rd.todate,vaccination.age.60-64.1st.todate,vaccination.age.60-64.2nd.todate,vaccination.age.60-64.3rd.todate,vaccination.age.65-69.1st.todate,vaccination.age.65-69.2nd.todate,vaccination.age.65-69.3rd.todate,vaccination.age.70-74.1st.todate,vaccination.age.70-74.2nd.todate,vaccination.age.70-74.3rd.todate,vaccination.age.75-79.1st.todate,vaccination.age.75-79.2nd.todate,vaccination.age.75-79.3rd.todate,vaccination.age.80-84.1st.todate,vaccination.age.80-84.2nd.todate,vaccination.age.80-84.3rd.todate,vaccination.age.85-89.1st.todate,vaccination.age.85-89.2nd.todate,vaccination.age.85-89.3rd.todate,vaccination.age.90+.1st.todate,vaccination.age.90+.2nd.todate,vaccination.age.90+.3rd.todate
2021-04-22,1,,,90,53,,3885,1092,,5715,2509,,7286,3128,,9664,3681,,13358,4300,,15996,4599,,19413,4859,,26233,6007,,47242,4043,,62076,4792,,64112,25463,,47342,37919,,40595,36748,,24762,22210,,12543,10533,
2021-04-23,1,,,91,53,,7150,1119,,5906,2514,,7472,3138,,9969,3694,,13778,4319,,16708,4620,,20314,4903,,27362,6059,,48467,4120,,63502,5735,,64744,29672,,47572,38948,,40723,36976,,24838,22313,,12607,10579,
2021-04-24,1,,,91,53,,7532,1119,,5926,2514,,7642,3140,,10265,3695,,14247,4320,,17102,4622,,20481,4903,,27692,6064,,48644,4124,,63557,5787,,64763,29990,,47577,38994,,40727,36988,,24839,22323,,12609,10590,
2021-04-25,1,,,91,53,,7532,1119,,5928,2514,,7644,3140,,10265,3695,,14247,4320,,17103,4622,,20481,4903,,27693,6065,,48670,4124,,63689,5787,,65098,29993,,47678,39005,,40761,36993,,24858,22323,,12614,10590,
2021-04-26,1,,,91,53,,7554,1121,,5941,2514,,7664,3141,,10286,3695,,14280,4320,,17152,4622,,20566,4904,,27798,6066,,48692,4125,,63697,5787,,65098,29994,,47678,39006,,40762,36993,,24858,22323,,12614,10590,
2021-04-27,1,,,91,53,,7615,1121,,6018,2515,,7692,3142,,10316,3695,,14344,4320,,17210,4623,,20623,4907,,27866,6067,,48706,4125,,63699,5787,,65100,29994,,47678,39006,,40762,36993,,24858,22323,,12614,10591,
2021-04-28,1,,,92,53,,7654,1123,,6043,2516,,7717,3144,,10410,3698,,14446,4324,,17402,4637,,20866,4916,,28292,6087,,49419,4164,,64430,6981,,65455,32829,,47832,39565,,40819,37089,,24883,22355,,12627,10596,
2021-04-29,1,,,94,65,,7690,1221,,6066,2575,,7758,3163,,10462,3728,,14533,4361,,17552,4679,,21312,4998,,29020,6169,,51019,4361,,66020,11825,,66039,38939,,48116,40864,,40988,37379,,25016,22474,,12726,10658,
2021-04-30,1,,,98,66,,7807,1367,,6149,2614,,7843,3198,,10582,3765,,14743,4412,,17773,4754,,21839,5071,,29819,6270,,52272,4650,,67759,20315,,66721,43201,,48424,41711,,41106,37654,,25081,22579,,12751,10717,
2021-05-01,1,,,98,67,,7809,1383,,6150,2623,,7849,3215,,10586,3791,,14752,4452,,17794,4819,,21863,5179,,29863,6422,,52691,4893,,67976,24052,,66805,44895,,48447,41906,,41118,37701,,25085,22590,,12754,10722,
2021-05-02,1,,,99,67,,7820,1384,,6155,2624,,7858,3225,,10597,3805,,14773,4466,,17818,4846,,21895,5207,,29922,6465,,53543,4985,,68132,24237,,66865,46134,,48471,42273,,41131,37804,,25097,22619,,12756,10730,
2021-05-03,1,,,99,67,,7827,1386,,6170,2632,,7876,3229,,10619,3813,,14802,4474,,17896,4854,,22798,5216,,31721,6483,,54427,5053,,68805,25573,,67177,47322,,48630,42483,,41221,37854,,25162,22642,,12808,10736,
2021-05-04,1,,,102,67,,7902,1400,,6299,2665,,8033,3267,,10842,3827,,15141,4517,,18297,4896,,23697,5260,,34332,6547,,55818,5175,,69304,26775,,67419,48262,,48744,42672,,41283,37900,,25192,22657,,12817,10744,
2021-05-05,1,,,103,70,,7951,1544,,6390,2728,,8150,3309,,11056,3885,,15441,4609,,18736,5011,,25331,5398,,38987,6698,,56741,5314,,70175,30682,,67852,50606,,48978,43169,,41420,38058,,25255,22738,,12844,10786,
2021-05-06,1,,,104,79,,7989,1727,,6473,2806,,8277,3358,,11302,3989,,15757,4738,,19144,5163,,30017,5603,,43465,6992,,58947,5690,,71721,37113,,68602,53706,,49360,43885,,41631,38313,,25383,22875,,12937,10861,
2021-05-07,1,,,106,82,,8125,1803,,6798,2967,,8675,3560,,11843,4234,,16439,5099,,19921,5526,,33309,5934,,46821,7438,,60762,6129,,72762,40950,,69198,55222,,49683,44253,,41792,38465,,25483,22954,,12989,10909,
2021-05-08,1,,,106,82,,8188,1819,,6900,3013,,8816,3626,,12049,4321,,16764,5230,,20416,5690,,34753,6100,,48233,7629,,61413,6402,,73075,42439,,69411,57376,,49782,44622,,41832,38561,,25509,22985,,12996,10922,
2021-05-09,1,,,106,82,,8261,1819,,6952,3016,,8909,3626,,12175,4323,,16950,5232,,20739,5694,,34864,6106,,48581,7635,,61580,6414,,73207,42511,,69439,57401,,49793,44626,,41836,38562,,25510,22985,,12996,10922,
2021-05-10,1,,,106,83,,8372,1994,,7046,3080,,9093,3701,,12506,4453,,17425,5411,,21354,5892,,35121,6246,,48752,7766,,61629,6510,,73231,42581,,69452,57457,,49799,44649,,41837,38583,,25510,22997,,12997,10934,
2021-05-11,1,,,111,83,,8514,2176,,7225,3145,,9362,3776,,12851,4547,,19476,5532,,22595,6023,,36122,6373,,49786,7925,,62349,6851,,73838,43088,,69823,57630,,49987,44721,,41920,38624,,25543,23031,,13008,10955,
2021-05-12,2,,,132,84,,8857,2225,,7609,3215,,9854,3893,,13677,4821,,20773,5956,,24415,6567,,40121,6630,,52734,8181,,64170,8019,,75058,44595,,70499,58407,,50328,44944,,42117,38729,,25697,23086,,13088,11000,
2021-05-13,2,,,179,85,,9251,2347,,8213,3490,,10648,4236,,14673,5105,,22544,6294,,29060,6864,,42904,6914,,55768,8530,,65840,9871,,76150,47722,,71263,59949,,50739,45508,,42396,38937,,25841,23213,,13203,11067,
2021-05-14,2,,,193,86,,9767,2650,,8766,3778,,11324,4553,,16929,5584,,24911,6913,,31643,7681,,45701,7483,,58091,9145,,67119,11450,,77063,49537,,71769,60753,,51050,45772,,42585,39067,,25947,23291,,13266,11113,
2021-05-15,2,,,194,86,,10268,2917,,9393,4150,,12017,4929,,17917,6101,,25906,7492,,32334,8180,,46316,7794,,59008,9758,,67661,12042,,77284,49685,,71839,60790,,51084,45785,,42612,39078,,25960,23298,,13270,11118,
2021-05-16,2,,,194,86,,10271,2920,,9399,4155,,12025,4934,,17926,6113,,25938,7505,,32392,8201,,46348,7811,,59030,9813,,67667,13289,,77287,50584,,71840,61236,,51085,45941,,42613,39118,,25961,23322,,13270,11131,
2021-05-17,2,,,194,86,,10414,3119,,9865,4291,,13096,5116,,18341,6336,,26488,7874,,33056,8681,,46482,8352,,59078,10615,,67678,14888,,77296,51069,,71854,61313,,51090,45969,,42626,39122,,25969,23322,,13279,11135,
2021-05-18,2,,,216,86,,11568,3272,,10708,4396,,13804,5273,,19286,6539,,27907,8136,,34540,8938,,47507,8697,,60017,11038,,68408,15435,,77764,51703,,72176,61570,,51254,46057,,42719,39192,,25999,23395,,13301,11207,
2021-05-19,2,,,246,86,,12390,3446,,11445,4570,,14866,5486,,20903,6836,,30161,8542,,36779,9497,,49323,9322,,61796,11943,,69648,17593,,78738,53380,,72746,62019,,51584,46269,,42941,39299,,26136,23454,,13417,11259,
2021-05-20,2,,,310,89,,14110,3560,,13202,4715,,17197,5665,,23792,7060,,34067,8810,,40730,9828,,51439,9837,,63612,12767,,70826,19255,,79537,55026,,73222,62589,,51850,46538,,43116,39451,,26254,23569,,13494,11346,
2021-05-21,2,,,341,93,,15213,3849,,14482,5199,,18605,6061,,25265,7573,,35998,9692,,42556,10873,,52968,11083,,65142,14422,,71895,22168,,80303,56948,,73745,63447,,52155,46915,,43300,39595,,26348,23645,,13543,11396,
2021-05-22,2,,,347,95,,15570,3928,,14758,5339,,18944,6267,,25714,7907,,36450,10231,,42991,11570,,53292,11841,,65509,15411,,72083,24341,,80464,58113,,73813,63743,,52197,47020,,43317,39650,,26351,23668,,13544,11402,
2021-05-23,2,,,347,95,,15618,3928,,14830,5341,,19066,6271,,25806,7908,,36554,10233,,43084,11578,,53472,11848,,65677,15423,,72193,25156,,80527,58519,,73886,64173,,52252,47136,,43338,39686,,26361,23682,,13549,11407,
2021-05-24,2,,,353,95,,15771,4064,,14929,5453,,19184,6419,,25945,8143,,36700,10607,,43239,12067,,53596,12467,,65748,16400,,72259,26534,,80580,59152,,73912,64344,,52276,47168,,43355,39703,,26366,23696,,13556,11424,
2021-05-25,2,,,356,96,,15994,4215,,15122,5612,,19432,6591,,26326,8368,,37138,10953,,43618,12453,,53902,13318,,66028,17679,,72471,28089,,80850,60055,,74223,64810,,52507,47432,,43491,39851,,26453,23784,,13602,11463,
2021-05-26,2,,,369,101,,16394,4400,,15482,5792,,19854,6797,,26837,8621,,37817,11302,,44284,12854,,54812,15830,,66960,24058,,73268,30340,,81500,61388,,74558,65371,,52739,47709,,43661,40002,,26570,23867,,13688,11506,
2021-05-27,2,,,386,101,,17098,4613,,16077,6008,,20595,7111,,27671,9003,,38857,11876,,45287,13501,,55819,20556,,67934,30155,,74060,34142,,82154,63275,,74922,66295,,52961,48132,,43821,40190,,26668,23986,,13770,11569,
2021-05-28,2,,,399,102,,17566,4831,,16472,6292,,21103,7492,,28322,9568,,39624,12693,,46110,14524,,57104,23123,,69198,33367,,74932,36596,,82793,64734,,75341,66996,,53145,48437,,43953,40324,,26757,24050,,13824,11606,
