date,vaccination.administered,vaccination.administered.todate,vaccination.administered2nd,vaccination.administered2nd.todate,vaccination.administered3rd,vaccination.administered3rd.todate,vaccination.used.todate,vaccination.pfizer.used.todate,vaccination.moderna.used.todate,vaccination.az.used.todate,vaccination.janssen.used.todate,vaccination.novavax.used.todate,vaccination.delivered.todate,vaccination.pfizer.delivered,vaccination.pfizer.delivered.todate,vaccination.moderna.delivered,vaccination.moderna.delivered.todate,vaccination.az.delivered,vaccination.az.delivered.todate,vaccination.janssen.delivered,vaccination.janssen.delivered.todate,vaccination.novavax.delivered,vaccination.novavax.delivered.todate,vaccination.age.0-11.1st.todate,vaccination.age.0-11.2nd.todate,vaccination.age.0-11.3rd.todate,vaccination.age.12-17.1st.todate,vaccination.age.12-17.2nd.todate,vaccination.age.12-17.3rd.todate,vaccination.age.18-24.1st.todate,vaccination.age.18-24.2nd.todate,vaccination.age.18-24.3rd.todate,vaccination.age.25-29.1st.todate,vaccination.age.25-29.2nd.todate,vaccination.age.25-29.3rd.todate,vaccination.age.30-34.1st.todate,vaccination.age.30-34.2nd.todate,vaccination.age.30-34.3rd.todate,vaccination.age.35-39.1st.todate,vaccination.age.35-39.2nd.todate,vaccination.age.35-39.3rd.todate,vaccination.age.40-44.1st.todate,vaccination.age.40-44.2nd.todate,vaccination.age.40-44.3rd.todate,vaccination.age.45-49.1st.todate,vaccination.age.45-49.2nd.todate,vaccination.age.45-49.3rd.todate,vaccination.age.50-54.1st.todate,vaccination.age.50-54.2nd.todate,vaccination.age.50-54.3rd.todate,vaccination.age.55-59.1st.todate,vaccination.age.55-59.2nd.todate,vaccination.age.55-59.3rd.todate,vaccination.age.60-64.1st.todate,vaccination.age.60-64.2nd.todate,vaccination.age.60-64.3rd.todate,vaccination.age.65-69.1st.todate,vaccination.age.65-69.2nd.todate,vaccination.age.65-69.3rd.todate,vaccination.age.70-74.1st.todate,vaccination.age.70-74.2nd.todate,vaccination.age.70-74.3rd.todate,vaccination.age.75-79.1st.todate,vaccination.age.75-79.2nd.todate,vaccination.age.75-79.3rd.todate,vaccination.age.80-84.1st.todate,vaccination.age.80-84.2nd.todate,vaccination.age.80-84.3rd.todate,vaccination.age.85-89.1st.todate,vaccination.age.85-89.2nd.todate,vaccination.age.85-89.3rd.todate,vaccination.age.90+.1st.todate,vaccination.age.90+.2nd.todate,vaccination.age.90+.3rd.todate
2021-08-16,2840,982738,3210,886167,12,110,1777685,1181088,183314,323911,89372,,2740640,69030,1722240,,282000,,616400,,120000,,,7,6,,12900,8070,1,54538,46573,4,42427,37296,4,47396,41316,5,58719,51401,7,73779,64959,5,79613,70634,9,83583,74579,9,94429,84992,7,94408,86826,11,98055,91714,13,86882,81911,9,60159,56747,6,49432,46479,7,30116,27990,4,16295,14674,9
2021-08-17,3514,986252,3765,889932,,110,1784107,1186206,183709,323978,90214,,2740640,,1722240,,282000,,616400,,120000,,,8,6,,13160,8259,1,54955,47009,4,42690,37575,4,47650,41596,5,58997,51728,7,74085,65328,5,79913,70953,9,83880,74904,9,94751,85326,7,94614,87096,11,98246,91952,13,87037,82082,9,60274,56842,6,49512,46546,7,30161,28029,4,16319,14701,9
2021-08-18,4026,990278,4445,894377,6,116,1791736,1192483,184145,324069,91039,,2740640,,1722240,,282000,,616400,,120000,,,8,6,,13532,8517,1,55457,47522,4,42944,37880,4,47943,41904,5,59286,52067,7,74417,65728,5,80233,71334,10,84170,75253,10,95098,85688,7,94890,87452,11,98462,92262,13,87203,82294,10,60413,56972,7,49634,46663,7,30229,28085,6,16359,14750,9
2021-08-19,4288,994566,5727,900104,7,123,1800779,1200279,184368,324156,91976,,2815040,,1722240,24000,306000,50400,666800,,120000,,,9,6,,13982,8988,1,56028,48221,6,43234,38242,5,48201,42285,5,59569,52484,7,74760,66207,6,80608,71818,10,84514,75705,11,95380,86165,9,95165,87891,11,98688,92620,13,87389,82566,10,60569,57154,7,49745,46800,7,30318,28156,6,16407,14796,9
2021-08-20,3716,998282,4648,904752,6,129,1808014,1205801,184716,324436,93061,,2815040,,1722240,,306000,,666800,,120000,,,9,6,,14307,9299,1,56460,48773,6,43490,38552,5,48436,42662,5,59871,52877,7,75050,66621,7,80972,72273,10,84818,76126,11,95674,86566,10,95413,88188,12,98879,92839,15,87552,82749,10,60678,57289,7,49848,46901,7,30378,28200,7,16447,14831,9
2021-08-21,557,998839,561,905313,,129,1808918,1206470,184724,324453,93271,,2815040,,1722240,,306000,,666800,,120000,,,9,6,,14341,9313,1,56533,48834,6,43536,38599,5,48480,42707,5,59937,52946,7,75096,66673,7,81026,72341,10,84871,76178,11,95719,86613,10,95449,88232,12,98894,92864,15,87568,82768,10,60697,57301,7,49855,46905,7,30381,28202,7,16447,14831,9
2021-08-22,2,998841,2,905315,,129,1808920,1206470,184724,324453,93273,,2815040,,1722240,,306000,,666800,,120000,,,9,6,,14341,9313,1,56533,48834,6,43536,38599,5,48480,42707,5,59938,52947,7,75096,66673,7,81026,72341,10,84871,76178,11,95720,86614,10,95449,88232,12,98894,92864,15,87568,82768,10,60697,57301,7,49855,46905,7,30381,28202,7,16447,14831,9
2021-08-23,2495,1001336,2685,908000,9,138,1813602,1210531,184789,324519,93763,,2884070,69030,1791270,,306000,,666800,,120000,,,9,6,,14672,9512,1,56827,49154,6,43723,38812,6,48706,42945,5,60143,53170,7,75310,66935,8,81230,72580,12,85064,76400,11,95901,86801,10,95578,88387,15,98998,93035,15,87654,82877,12,60759,57375,7,49900,46947,7,30407,28222,7,16455,14842,9
2021-08-24,3641,1004977,3645,911645,7,145,1819776,1215369,184972,324582,94853,,2884070,,1791270,,306000,,666800,,120000,,,9,6,,14948,9749,1,57322,49611,6,44003,39100,7,49031,43230,5,60469,53490,7,75605,67262,8,81542,72897,12,85338,76684,11,96177,87072,10,95813,88633,16,99182,93220,19,87793,83008,13,60846,57478,7,49973,47034,7,30452,28282,7,16474,14889,9
2021-08-25,3846,1008823,3962,915607,16,161,1826903,1221464,185284,324632,95523,,2884070,,1791270,,306000,,666800,,120000,,,9,6,,15366,10027,2,57805,50076,6,44270,39384,7,49306,43513,6,60784,53777,9,75915,67611,9,81849,73228,12,85621,77013,15,96482,87355,12,96032,88912,16,99367,93457,22,87952,83186,13,60970,57620,7,50067,47153,8,30510,28351,8,16518,14938,9
2021-08-26,4817,1013640,5290,920897,12,173,1836079,1229403,185471,324780,96425,,2908070,,1791270,24000,330000,,666800,,120000,,,9,6,,15992,10440,2,58394,50680,6,44604,39722,7,49669,43896,6,61171,54223,9,76312,68097,9,82262,73705,14,85954,77399,15,96810,87814,15,96296,89262,18,99594,93753,22,88151,83433,14,61084,57748,8,50200,47259,10,30579,28440,8,16559,15020,10
2021-08-27,3581,1017221,4266,925163,19,192,1843181,1235256,185885,324904,97136,,2908070,,1791270,,330000,,666800,,120000,,,10,6,,16301,10724,2,58813,51120,6,44861,39993,7,49973,44230,6,61480,54571,9,76653,68487,11,82585,74087,18,86226,77718,16,97107,88159,16,96506,89532,22,99759,93985,22,88287,83627,17,61166,57879,8,50269,47396,13,30628,28542,8,16597,15107,11
2021-08-28,739,1017960,570,925733,1,193,1844193,1235975,185889,324912,97417,,2908070,,1791270,,330000,,666800,,120000,,,10,6,,16337,10738,2,58893,51179,6,44927,40047,7,50053,44290,6,61557,54626,9,76748,68561,11,82646,74148,18,86289,77769,16,97161,88198,16,96541,89558,23,99791,94012,22,88310,83648,17,61184,57892,8,50283,47402,13,30631,28548,8,16599,15111,11
2021-08-29,48,1018008,25,925758,,193,1844249,1236014,185889,324912,97434,,2908070,,1791270,,330000,,666800,,120000,,,10,6,,16338,10738,2,58896,51184,6,44929,40050,7,50056,44292,6,61562,54629,9,76754,68563,11,82651,74148,18,86300,77772,16,97168,88202,16,96542,89558,23,99793,94015,22,88312,83648,17,61184,57892,8,50283,47402,13,30631,28548,8,16599,15111,11
2021-08-30,2567,1020575,2367,928125,14,207,1848647,1239725,185968,324991,97963,,3038000,57330,1848600,,330000,72600,739400,,120000,,,10,6,,16750,11035,2,59213,51518,6,45130,40236,7,50296,44494,7,61782,54828,9,76987,68772,11,82865,74331,19,86481,77949,20,97310,88355,16,96669,89692,24,99892,94134,26,88387,83730,17,61226,57937,8,50315,47432,14,30652,28560,10,16610,15116,11
2021-08-31,3031,1023606,2638,930763,9,216,1853460,1243376,186051,325231,98802,,3038000,,1848600,,330000,,739400,,120000,,,10,6,,17041,11199,2,59606,51873,6,45370,40456,7,50579,44729,7,62067,55074,9,77265,69054,11,83167,74594,20,86707,78153,21,97511,88510,17,96836,89837,25,100021,94259,26,88482,83817,19,61289,58006,9,50360,47473,14,30675,28584,12,16620,15139,11
2021-09-01,2900,1026506,2982,933745,26,242,1858794,1247814,186313,325309,99358,,3038000,,1848600,,330000,,739400,,120000,,,11,6,,17245,11399,2,59967,52238,6,45584,40666,8,50805,44966,8,62314,55342,10,77528,69332,13,83419,74854,20,86917,78363,24,97733,88716,18,97018,90046,32,100204,94448,31,88599,83949,21,61377,58097,11,50428,47534,14,30717,28629,12,16640,15160,12
2021-09-02,3874,1030380,4852,938597,28,270,1866680,1254477,186558,325452,100193,,2888000,,1848600,,330000,-150000,589400,,120000,,,11,6,,17597,11798,2,60387,52811,6,45824,40969,9,51138,45321,11,62639,55725,10,77867,69752,13,83733,75285,22,87199,78736,27,98011,89083,21,97265,90363,33,100455,94769,36,88764,84161,21,61493,58262,16,50531,47638,17,30781,28702,13,16685,15216,13
2021-09-03,3489,1033869,3645,942242,33,303,1873115,1259632,186962,325638,100883,,2892800,,1848600,,330000,4800,594200,,120000,,,11,6,,17844,12032,2,60783,53248,7,46083,41217,11,51415,45592,11,62942,56061,10,78231,70130,14,84048,75609,24,87494,79046,31,98285,89373,22,97483,90605,36,100635,94962,38,88904,84290,26,61588,58369,20,50585,47701,20,30832,28756,16,16706,15245,15
2021-09-04,443,1034312,310,942552,5,308,1873710,1260084,186962,325641,101023,,2892800,,1848600,,330000,,594200,,120000,,,11,6,,17853,12037,2,60838,53297,7,46119,41243,11,51461,45619,12,62998,56089,10,78294,70173,14,84092,75633,25,87531,79068,31,98317,89401,22,97507,90625,37,100651,94976,39,88917,84300,26,61594,58376,21,50588,47705,20,30835,28758,16,16706,15246,15
2021-09-05,,1034312,,942552,,308,1873710,1260084,186962,325641,101023,,2892800,,1848600,,330000,,594200,,120000,,,11,6,,17853,12037,2,60838,53297,7,46119,41243,11,51461,45619,12,62998,56089,10,78294,70173,14,84092,75633,25,87531,79068,31,98317,89401,22,97507,90625,37,100651,94976,39,88917,84300,26,61594,58376,21,50588,47705,20,30835,28758,16,16706,15246,15
2021-09-06,2628,1036940,2423,944975,40,348,1878281,1264011,187060,325687,101523,,2952470,59670,1908270,,330000,,594200,,120000,,,11,6,,18032,12244,2,61111,53594,7,46318,41423,11,51708,45800,12,63227,56294,11,78594,70416,16,84330,75848,27,87746,79248,32,98534,89573,27,97670,90781,41,100802,95124,45,89000,84388,28,61657,58437,26,50633,47756,27,30854,28782,19,16713,15261,17
2021-09-07,4560,1041500,3462,948437,224,572,1885057,1269172,187148,325793,102944,,2952470,,1908270,,330000,,594200,,120000,,,11,7,,18249,12431,2,61574,54010,8,46650,41680,23,52103,46086,19,63705,56655,32,79053,70751,28,84793,76183,41,88146,79556,48,98885,89840,58,97966,90991,62,101047,95290,59,89194,84521,40,61784,58515,46,50711,47827,46,30900,28812,40,16729,15282,20
2021-09-08,4907,1046407,4196,952633,481,1053,1893444,1275968,187523,325834,104119,,2952470,,1908270,,330000,,594200,,120000,,,11,7,,18537,12736,2,62031,54510,13,47036,41954,38,52542,46394,27,64161,56983,44,79523,71126,45,85210,76529,67,88562,79902,68,99272,90207,83,98275,91269,93,101355,95529,81,89400,84690,64,61913,58649,82,50829,47943,195,30983,28884,104,16767,15321,47
2021-09-09,6390,1052797,5436,958069,1038,2091,1904837,1285631,187746,325931,105529,,2959670,,1908270,,330000,7200,601400,,120000,,,11,7,,19059,13187,2,62669,55133,21,47436,42342,65,53090,46782,53,64739,57420,93,80094,71591,85,85792,77007,128,89056,80335,120,99725,90603,166,98727,91618,144,101754,95841,135,89667,84913,115,62116,58826,146,50972,48111,327,31074,28975,305,16816,15378,186
2021-09-10,5202,1057999,4583,962652,652,2743,1913693,1292576,188071,325991,107055,,2759670,,1908270,,330000,-200000,401400,,120000,,,13,7,,19293,13537,3,63191,55659,33,47813,42653,86,53573,47133,83,65273,57818,130,80666,72013,132,86333,77438,178,89502,80704,171,100118,90973,239,99077,91933,189,101998,96059,173,89858,85111,158,62229,58946,206,51078,48208,394,31140,29046,361,16844,15414,207
2021-09-11,1182,1059181,741,963393,233,2976,1915343,1293709,188090,325998,107546,,2759670,,1908270,,330000,,401400,,120000,,,13,7,,19350,13556,3,63333,55759,33,47918,42730,86,53699,47216,85,65402,57905,136,80814,72103,134,86462,77513,181,89611,80773,175,100204,91018,243,99135,91969,197,102033,96075,192,89890,85126,183,62241,58964,230,51089,48213,436,31142,29050,408,16845,15416,254
2021-09-12,1,1059182,1,963394,,2976,1915344,1293709,188091,325998,107546,,2759670,,1908270,,330000,,401400,,120000,,,13,7,,19350,13556,3,63333,55759,33,47918,42730,86,53699,47216,85,65403,57906,136,80814,72103,134,86462,77513,181,89611,80773,175,100204,91018,243,99135,91969,197,102033,96075,192,89890,85126,183,62241,58964,230,51089,48213,436,31142,29050,408,16845,15416,254
2021-09-13,6842,1066024,3578,966972,431,3407,1924370,1300768,188296,326027,109279,,2798280,38610,1946880,,330000,,401400,,120000,,,13,7,,19708,13816,3,63963,56127,34,48445,42976,88,54235,47515,97,66053,58217,153,81548,72475,151,87142,77910,201,90221,81096,189,100824,91325,267,99610,92191,222,102424,96255,212,90155,85235,212,62404,59036,276,51202,48277,531,31206,29089,478,16871,15425,293
2021-09-14,12499,1078523,5599,972571,969,4376,1939885,1312457,188539,326119,112770,,2798280,,1946880,,330000,,401400,,120000,,,14,8,,20207,14028,3,65197,56778,40,49393,43473,113,55274,48023,148,67180,58752,199,82872,73037,210,88388,78429,258,91414,81650,252,101962,91851,349,100474,92565,291,103086,96495,273,90675,85411,273,62732,59146,341,51439,48362,679,31314,29127,602,16902,15436,345
2021-09-15,12336,1090859,6317,978888,1175,5551,1956818,1325590,189424,326175,115629,,2807880,,1946880,,330000,,401400,9600,129600,,,14,8,,20753,14412,3,66499,57504,43,50312,43923,132,56329,48536,173,68290,59357,237,84143,73667,256,89568,79031,310,92453,82165,302,103020,92381,424,101272,92927,365,103837,96807,319,91156,85662,328,63078,59324,555,51701,48484,974,31471,29211,727,16963,15489,403
2021-09-16,14886,1105745,9226,988114,2064,7615,1978352,1342114,189782,326272,120184,,2836680,,1946880,,330000,28800,430200,,129600,,,15,9,,21856,14999,3,68193,58556,53,51422,44655,179,57583,49283,249,69598,60164,335,85616,74581,363,90957,79908,420,93679,82938,448,104142,93080,578,102190,93486,499,104623,97262,408,91746,86015,428,63450,59571,726,51986,48702,1344,31653,29329,1004,17036,15576,578
2021-09-17,11603,1117348,7154,995268,1970,9585,1995400,1354895,190365,326368,123772,,2836680,,1946880,,330000,,430200,,129600,,,15,9,,22483,15369,3,69382,59335,66,52322,45186,268,58603,49912,355,70731,60841,435,86896,75323,519,92134,80618,590,94757,83605,606,105062,93656,790,102917,93941,649,105180,97608,506,92147,86259,516,63692,59739,849,52180,48828,1536,31758,29403,1185,17089,15636,712
2021-09-18,6344,1123692,2306,997574,609,10194,2002997,1360789,190434,326397,125377,,2836680,,1946880,,330000,,430200,,129600,,,15,9,,22861,15436,3,69981,59536,68,52816,45405,279,59153,50116,368,71345,61112,445,87622,75630,547,92759,80875,626,95331,83807,630,105608,93866,818,103299,94073,681,105486,97702,536,92347,86316,542,63850,59782,929,52301,48855,1700,31809,29415,1279,17109,15639,743
2021-09-19,2700,1126392,753,998327,315,10509,2006354,1363663,190494,326412,125785,,2836680,,1946880,,330000,,430200,,129600,,,15,9,,23051,15478,3,70257,59628,68,52995,45452,289,59388,50189,381,71586,61179,453,87884,75697,561,93046,80966,645,95592,83897,645,105834,93930,839,103451,94110,696,105624,97739,551,92460,86344,558,63912,59792,963,52353,48861,1774,31831,29416,1326,17113,15640,757
2021-09-20,4954,1131346,2598,1000925,858,11367,2013648,1369735,190683,326435,126795,,2876460,39780,1986660,,330000,,430200,,129600,,,15,9,,23512,15746,3,70871,59939,75,53387,45658,321,59803,50428,430,72030,61447,488,88341,75948,608,93493,81182,697,95986,84115,697,106197,94100,921,103729,94264,756,105837,97839,595,92629,86431,603,64050,59841,1042,52441,48886,1923,31889,29441,1420,17136,15651,788
2021-09-21,4864,1136210,2582,1003507,1369,12736,2021600,1376654,190854,326475,127617,,2876460,,1986660,,330000,,430200,,129600,,,15,9,,23808,15981,3,71476,60262,86,53718,45831,353,60219,50643,459,72461,61674,531,88791,76175,658,93914,81406,768,96337,84310,771,106566,94292,1016,104034,94423,831,106114,97965,648,92839,86544,678,64188,59897,1171,52578,48940,2176,31973,29482,1638,17179,15673,949
2021-09-22,4305,1140515,2964,1006471,1437,14173,2029909,1383977,191439,326508,127985,,2898060,,1986660,,330000,,430200,21600,151200,,,15,9,,24062,16204,3,71979,60590,97,54037,46022,390,60557,50846,492,72820,61902,564,89146,76435,699,94260,81634,826,96663,84549,831,106871,94525,1089,104300,94632,889,106381,98155,695,93051,86682,765,64349,60000,1328,52734,49033,2462,32064,29547,1910,17226,15706,1133
2021-09-23,6174,1146689,5643,1012114,1893,16066,2041590,1393265,191789,326578,129958,,2898060,,1986660,,330000,,430200,,151200,,,15,9,,24460,16592,3,72773,61225,103,54490,46405,407,61068,51314,525,73377,62383,600,89673,76906,735,94820,82158,878,97133,84996,892,107288,94972,1179,104670,94974,960,106722,98501,755,93326,86934,852,64530,60174,1595,52885,49173,3005,32169,29631,2225,17290,15767,1352
2021-09-24,5834,1152523,5531,1017645,1436,17502,2051766,1400473,192140,326636,132517,,2898060,,1986660,,330000,,430200,,151200,,,15,9,,24734,16877,3,73451,61886,113,54983,46881,435,61600,51777,574,73947,62870,649,90299,77502,798,95349,82669,959,97577,85441,968,107699,95413,1295,105028,95335,1044,106997,98763,809,93567,87147,925,64684,60313,1752,53013,49267,3290,32255,29697,2407,17325,15798,1481
2021-09-25,1219,1153742,987,1018632,288,17790,2053542,1401551,192146,326637,133208,,2898060,,1986660,,330000,,430200,,151200,,,15,9,,24801,16900,3,73592,62002,116,55075,46960,437,61688,51847,579,74069,62969,650,90424,77613,801,95474,82786,964,97697,85548,972,107808,95491,1301,105097,95392,1049,107062,98817,813,93598,87175,933,64712,60333,1812,53033,49279,3384,32269,29709,2468,17328,15802,1508
2021-09-26,508,1154250,451,1019083,38,17828,2054127,1401723,192146,326638,133620,,2898060,,1986660,,330000,,430200,,151200,,,15,9,,24813,16907,3,73667,62064,116,55114,46998,439,61725,51884,579,74113,63009,650,90474,77659,802,95527,82835,966,97741,85582,973,107860,95540,1305,105131,95425,1051,107090,98842,813,93612,87188,935,64725,60344,1818,53039,49283,3394,32276,29711,2473,17328,15803,1511
2021-09-27,2783,1157033,2847,1021930,544,18372,2059303,1405853,192237,326651,134562,,2991660,93600,2080260,,330000,,430200,,151200,,,15,9,,24999,17100,3,74050,62421,121,55342,47215,457,61958,52118,601,74358,63233,670,90752,77950,826,95775,83096,993,97928,85799,996,108069,95771,1336,105301,95634,1075,107228,98994,841,93708,87301,966,64801,60412,1899,53095,49336,3511,32314,29731,2541,17340,15810,1536
2021-09-28,3852,1160885,3967,1025897,1010,19382,2066489,1411264,192390,326679,136156,,2891660,,2080260,,330000,-100000,330200,,151200,,,16,10,,25186,17289,3,74578,62921,125,55648,47508,483,62281,52463,632,74704,63563,706,91141,78338,868,96139,83439,1038,98221,86127,1043,108367,96096,1410,105547,95909,1109,107440,99230,870,93839,87470,1024,64885,60518,2028,53173,49405,3724,32360,29783,2719,17360,15828,1600
2021-09-29,2363,1163248,3355,1029252,1813,21195,2073781,1417942,192785,326690,136364,,2954060,,2080260,,330000,40800,371000,21600,172800,,,17,11,,25341,17550,3,74852,63239,135,55811,47734,505,62494,52740,651,74924,63853,728,91348,78649,903,96353,83720,1075,98363,86369,1088,108519,96337,1444,105666,96115,1155,107568,99463,916,93945,87630,1103,64967,60632,2204,53259,49503,4312,32421,29848,3182,17400,15859,1791
2021-09-30,2537,1165785,4864,1034116,1170,22365,2082270,1426152,193038,326716,136364,,2954060,,2080260,,330000,,371000,,172800,,,17,11,,25575,17996,3,75165,63717,143,55978,48011,513,62699,53096,672,75145,64241,759,91589,79067,933,96564,84150,1108,98548,86719,1136,108720,96686,1507,105793,96482,1192,107702,99794,966,94049,87851,1174,65022,60818,2361,53322,49624,4611,32465,29945,3385,17432,15908,1902
2021-10-01,1681,1167466,4094,1038210,1035,23400,2089038,1432609,193316,326749,136364,,2954060,,2080260,,330000,,371000,,172800,,,17,11,,25701,18300,3,75358,64092,150,56116,48270,532,62829,53436,700,75315,64621,795,91793,79455,981,96715,84576,1155,98688,87034,1199,108829,96977,1580,105877,96752,1258,107775,100027,1019,94096,88024,1230,65055,60931,2480,53355,49744,4832,32504,30022,3520,17443,15938,1966
2021-10-02,371,1167837,518,1038728,183,23583,2090083,1433644,193324,326751,136364,,2954060,,2080260,,330000,,371000,,172800,,,17,11,,25741,18342,3,75410,64139,150,56146,48304,533,62875,53480,703,75341,64672,799,91827,79522,981,96751,84633,1156,98715,87092,1200,108846,97024,1584,105894,96776,1261,107793,100043,1024,94105,88039,1234,65062,60937,2526,53362,49749,4898,32508,30026,3556,17444,15939,1975
2021-10-03,25,1167862,20,1038748,,23583,2090128,1433689,193324,326751,136364,,2954060,,2080260,,330000,,371000,,172800,,,17,11,,25744,18348,3,75416,64141,150,56148,48305,533,62875,53480,703,75341,64673,799,91829,79523,981,96754,84634,1156,98719,87093,1200,108850,97028,1584,105895,96776,1261,107793,100046,1024,94105,88039,1234,65062,60937,2526,53362,49749,4898,32508,30026,3556,17444,15939,1975
2021-10-04,1005,1168867,3646,1042394,356,23939,2095057,1438546,193392,326755,136364,,2972780,18720,2098980,,330000,,371000,,172800,,,17,11,,25804,18607,3,75557,64475,155,56237,48567,540,62947,53755,712,75432,64988,805,91926,79869,988,96856,84915,1163,98791,87387,1212,108920,97355,1595,105967,97046,1276,107836,100285,1036,94139,88226,1259,65079,61055,2581,53391,49818,4988,32515,30077,3624,17453,15958,2002
2021-10-05,1254,1170121,5890,1048284,438,24377,2102581,1445957,193490,326770,136364,,2996780,,2098980,,330000,,371000,24000,196800,,,17,12,,25876,18944,3,75725,65030,157,56347,48937,550,63065,54159,721,75548,65457,813,92048,80451,998,96962,85449,1173,98875,87921,1225,109025,97896,1617,106050,97478,1291,107892,100671,1055,94173,88526,1299,65112,61255,2651,53412,49968,5095,32532,30152,3693,17462,15978,2036
2021-10-06,1256,1171377,6390,1054674,722,25099,2110879,1453967,193758,326790,136364,,2996780,,2098980,,330000,,371000,,196800,,,17,12,,25940,19362,3,75891,65638,161,56448,49389,571,63151,54638,740,75640,65956,828,92174,81067,1009,97084,85983,1192,98980,88448,1251,109124,98411,1652,106121,97938,1322,107960,101127,1081,94216,88834,1355,65149,61467,2776,53446,50133,5265,32557,30251,3790,17479,16020,2103
2021-10-07,1547,1172924,10077,1064751,1277,26376,2123705,1466592,193934,326814,136365,,2996780,,2098980,,330000,,371000,,196800,,,17,12,,26032,20201,4,76074,66647,167,56575,50035,583,63294,55436,764,75784,66779,850,92315,81950,1043,97193,86870,1233,99084,89248,1307,109240,99202,1712,106221,98634,1382,108047,101745,1139,94266,89305,1439,65207,61764,2978,53491,50423,5542,32584,30403,3989,17500,16097,2244
2021-10-08,1026,1173950,8199,1072950,816,27192,2133668,1476262,194206,326835,136365,,2996780,,2098980,,330000,,371000,,196800,,,17,13,,26099,20856,5,76221,67530,171,56662,50609,597,63371,56044,785,75875,67476,867,92409,82697,1073,97293,87602,1267,99148,89965,1342,109337,99864,1764,106272,99173,1440,108100,102200,1183,94297,89654,1495,65227,61993,3099,53520,50607,5715,32594,30517,4078,17508,16150,2311
2021-10-09,247,1174197,1423,1074373,93,27285,2135386,1477973,194213,326835,136365,,2996780,,2098980,,330000,,371000,,196800,,,17,13,,26123,20982,5,76261,67695,172,56682,50725,598,63388,56171,787,75897,67634,870,92440,82845,1075,97314,87716,1267,99166,90097,1345,109354,99973,1767,106285,99245,1443,108110,102256,1187,94300,89698,1506,65232,62014,3125,53524,50626,5741,32596,30530,4084,17508,16153,2313
2021-10-10,38,1174235,208,1074581,9,27294,2135641,1478228,194213,326835,136365,,2996780,,2098980,,330000,,371000,,196800,,,17,13,,26124,21002,5,76266,67722,172,56685,50740,599,63393,56180,787,75900,67646,870,92446,82862,1075,97318,87740,1268,99169,90112,1346,109357,99986,1767,106286,99261,1443,108110,102264,1187,94302,89706,1508,65233,62023,3126,53524,50634,5743,32597,30536,4084,17508,16154,2314
2021-10-11,704,1174939,4524,1079105,366,27660,2141188,1483693,194288,326842,136365,,2996780,,2098980,,330000,,371000,,196800,,,17,13,,26169,21464,5,76374,68195,175,56738,51017,608,63460,56545,795,75965,68015,882,92523,83262,1079,97370,88159,1280,99214,90479,1356,109422,100324,1778,106321,99536,1462,108133,102513,1204,94327,89887,1539,65250,62187,3205,53539,50732,5825,32604,30598,4136,17513,16179,2331
2021-10-12,1068,1176007,4450,1083555,709,28369,2147366,1489746,194406,326849,136365,,3030380,,2098980,,330000,,371000,33600,230400,,,18,13,,26243,21823,5,76504,68685,177,56825,51323,616,63558,56935,803,76059,68379,892,92628,83666,1087,97479,88520,1295,99312,90790,1372,109494,100654,1806,106374,99811,1479,108180,102761,1231,94356,90089,1607,65274,62327,3371,53567,50876,6024,32616,30684,4240,17520,16219,2364
