date,vaccination.region.kp.1st,vaccination.region.kp.1st.todate,vaccination.region.kp.2nd,vaccination.region.kp.2nd.todate,vaccination.region.kp.3rd,vaccination.region.kp.3rd.todate,vaccination.region.ng.1st,vaccination.region.ng.1st.todate,vaccination.region.ng.2nd,vaccination.region.ng.2nd.todate,vaccination.region.ng.3rd,vaccination.region.ng.3rd.todate,vaccination.region.po.1st,vaccination.region.po.1st.todate,vaccination.region.po.2nd,vaccination.region.po.2nd.todate,vaccination.region.po.3rd,vaccination.region.po.3rd.todate,vaccination.region.kr.1st,vaccination.region.kr.1st.todate,vaccination.region.kr.2nd,vaccination.region.kr.2nd.todate,vaccination.region.kr.3rd,vaccination.region.kr.3rd.todate,vaccination.region.lj.1st,vaccination.region.lj.1st.todate,vaccination.region.lj.2nd,vaccination.region.lj.2nd.todate,vaccination.region.lj.3rd,vaccination.region.lj.3rd.todate,vaccination.region.nm.1st,vaccination.region.nm.1st.todate,vaccination.region.nm.2nd,vaccination.region.nm.2nd.todate,vaccination.region.nm.3rd,vaccination.region.nm.3rd.todate,vaccination.region.kk.1st,vaccination.region.kk.1st.todate,vaccination.region.kk.2nd,vaccination.region.kk.2nd.todate,vaccination.region.kk.3rd,vaccination.region.kk.3rd.todate,vaccination.region.za.1st,vaccination.region.za.1st.todate,vaccination.region.za.2nd,vaccination.region.za.2nd.todate,vaccination.region.za.3rd,vaccination.region.za.3rd.todate,vaccination.region.ce.1st,vaccination.region.ce.1st.todate,vaccination.region.ce.2nd,vaccination.region.ce.2nd.todate,vaccination.region.ce.3rd,vaccination.region.ce.3rd.todate,vaccination.region.sg.1st,vaccination.region.sg.1st.todate,vaccination.region.sg.2nd,vaccination.region.sg.2nd.todate,vaccination.region.sg.3rd,vaccination.region.sg.3rd.todate,vaccination.region.mb.1st,vaccination.region.mb.1st.todate,vaccination.region.mb.2nd,vaccination.region.mb.2nd.todate,vaccination.region.mb.3rd,vaccination.region.mb.3rd.todate,vaccination.region.ms.1st,vaccination.region.ms.1st.todate,vaccination.region.ms.2nd,vaccination.region.ms.2nd.todate,vaccination.region.ms.3rd,vaccination.region.ms.3rd.todate
2020-12-27,,359,,,,,,406,,,,,,184,,,,,,644,,,,,,1649,,,,,,329,,,,,,252,,,,,,101,,,,,,862,,,,,,60,,,,,,835,,,,,,516,,,,
2020-12-28,23,382,,,,,28,434,,,,,30,214,,,,,74,718,,,,,434,2083,,,,,141,470,,,,,120,372,,,,,137,238,,,,,138,1000,,,,,50,110,,,,,269,1104,,,,,241,757,,,,
2020-12-29,,382,,,,,21,455,,,,,5,219,,,,,82,800,,,,,84,2167,,,,,3,473,,,,,72,444,,,,,172,410,,,,,372,1372,,,,,11,121,,,,,349,1453,,,,,152,909,,,,
2020-12-30,16,398,,,,,6,461,,,,,8,227,,,,,35,835,,,,,24,2191,,,,,47,520,,,,,19,463,,,,,,410,,,,,24,1396,,,,,23,144,,,,,152,1605,,,,,67,976,,,,
2020-12-31,13,411,,,,,316,777,,,,,7,234,,,,,213,1048,,,,,499,2690,,,,,34,554,,,,,6,469,,,,,6,416,,,,,13,1409,,,,,141,285,,,,,449,2054,,,,,161,1137,,,,
2021-01-01,11,422,,,,,2,779,,,,,,234,,,,,72,1120,,,,,36,2726,,,,,21,575,,,,,,469,,,,,3,419,,,,,2,1411,,,,,3,288,,,,,1,2055,,,,,,1137,,,,
2021-01-02,,422,,,,,,779,,,,,,234,,,,,45,1165,,,,,43,2769,,,,,,575,,,,,3,472,,,,,3,422,,,,,230,1641,,,,,8,296,,,,,69,2124,,,,,2,1139,,,,
2021-01-03,3,425,,,,,2,781,,,,,1,235,,,,,98,1263,,,,,164,2933,,,,,5,580,,,,,7,479,,,,,8,430,,,,,253,1894,,,,,2,298,,,,,10,2134,,,,,2,1141,1,1,,
2021-01-04,36,461,,,,,39,820,,,,,8,243,,,,,75,1338,,,,,544,3477,,,,,22,602,,,,,5,484,,,,,24,454,,,,,57,1951,,,,,30,328,,,,,246,2380,,,,,3,1144,,1,,
2021-01-05,233,694,,,,,340,1160,,,,,86,329,,,,,190,1528,,,,,800,4277,,,,,38,640,,,,,3,487,,,,,19,473,,,,,124,2075,,,,,69,397,,,,,596,2976,,,,,39,1183,,1,,
2021-01-06,535,1229,,,,,227,1387,,,,,123,452,,,,,331,1859,,,,,1749,6026,,,,,294,934,,,,,136,623,,,,,212,685,,,,,617,2692,1,1,,,221,618,,,,,664,3640,,,,,278,1461,,1,,
2021-01-07,310,1539,,,,,338,1725,,,,,93,545,,,,,612,2471,,,,,1472,7498,,,,,408,1342,,,,,181,804,,,,,275,960,,,,,656,3348,,1,,,376,994,,,,,489,4129,,,,,258,1719,,1,,
2021-01-08,75,1614,,,,,100,1825,,,,,33,578,,,,,270,2741,,,,,1318,8816,1,1,,,201,1543,,,,,76,880,,,,,121,1081,,,,,382,3730,,1,,,88,1082,,,,,398,4527,,,,,200,1919,,1,,
2021-01-09,4,1618,,,,,,1825,,,,,2,580,,,,,16,2757,,,,,174,8990,,1,,,9,1552,,,,,1,881,,,,,10,1091,,,,,1,3731,,1,,,,1082,,,,,3,4530,,,,,34,1953,,1,,
2021-01-10,,1618,,,,,,1825,,,,,,580,,,,,,2757,,,,,,8990,,1,,,,1552,,,,,,881,,,,,,1091,,,,,,3731,,1,,,,1082,,,,,1,4531,,,,,,1953,,1,,
2021-01-11,5,1623,,,,,15,1840,,,,,9,589,,,,,48,2805,,,,,343,9333,,1,,,19,1571,,,,,3,884,,,,,25,1116,,,,,8,3739,,1,,,2,1084,,,,,5,4536,,,,,,1953,,1,,
2021-01-12,400,2023,,,,,140,1980,,,,,51,640,,,,,16,2821,,,,,628,9961,,1,,,233,1804,,,,,23,907,,,,,5,1121,,,,,102,3841,,1,,,13,1097,,,,,256,4792,,,,,13,1966,,1,,
2021-01-13,482,2505,,,,,143,2123,,,,,98,738,,,,,228,3049,,,,,1048,11009,,1,,,186,1990,,,,,272,1179,1,1,,,66,1187,,,,,796,4637,1,2,,,191,1288,,,,,928,5720,,,,,291,2257,,1,,
2021-01-14,221,2726,,,,,485,2608,,,,,217,955,1,1,,,988,4037,,,,,1410,12419,,1,,,512,2502,,,,,294,1473,,1,,,127,1314,,,,,856,5493,,2,,,508,1796,,,,,793,6513,,,,,335,2592,,1,,
2021-01-15,46,2772,,,,,276,2884,,,,,52,1007,,1,,,581,4618,,,,,1408,13827,1,2,,,232,2734,,,,,187,1660,2,3,,,237,1551,,,,,616,6109,5,7,,,48,1844,1,1,,,602,7115,135,135,,,456,3048,4,5,,
2021-01-16,1,2773,,,,,,2884,,,,,,1007,,1,,,,4618,,,,,,13827,,2,,,,2734,,,,,,1660,,3,,,,1551,,,,,,6109,,7,,,1,1845,,1,,,322,7437,,135,,,1,3049,,5,,
2021-01-17,,2773,,,,,2,2886,,,,,,1007,,1,,,,4618,,,,,1,13828,,2,,,,2734,,,,,,1660,1,4,,,,1551,,,,,,6109,,7,,,,1845,,1,,,,7437,,135,,,,3049,,5,,
2021-01-18,,2773,1,1,,,,2886,3,3,,,1,1008,,1,,,2,4620,12,12,,,23,13851,122,124,,,3,2737,7,7,,,3,1663,1,5,,,2,1553,5,5,,,5,6114,10,17,,,,1845,2,3,,,3,7440,1,136,,,1,3050,1,6,,
2021-01-19,14,2787,198,199,,,64,2950,104,107,,,16,1024,46,47,,,13,4633,8,20,,,253,14104,496,620,,,10,2747,2,9,,,2,1665,4,9,,,11,1564,2,7,,,23,6137,48,65,,,5,1850,36,39,,,118,7558,453,589,,,15,3065,249,255,,
2021-01-20,90,2877,125,324,,,31,2981,188,295,,,44,1068,145,192,,,58,4691,223,243,,,356,14460,1060,1680,,,104,2851,265,274,,,26,1691,198,207,,,16,1580,118,125,,,283,6420,586,651,,,40,1890,68,107,,,121,7679,563,1152,,,22,3087,267,522,,
2021-01-21,9,2886,74,398,,,96,3077,294,589,,,5,1073,15,207,,,110,4801,686,929,,,397,14857,696,2376,,,43,2894,151,425,,,63,1754,171,378,,,92,1672,16,141,,,146,6566,390,1041,,,51,1941,157,264,,,176,7855,423,1575,,,100,3187,417,939,,
2021-01-22,13,2899,,398,,,91,3168,26,615,,,9,1082,1,208,,,79,4880,156,1085,,,101,14958,110,2486,,,47,2941,29,454,,,23,1777,2,380,,,39,1711,58,199,,,208,6774,277,1318,,,36,1977,35,299,,,488,8343,221,1796,,,53,3240,81,1020,,
2021-01-23,1,2900,,398,,,1,3169,,615,,,,1082,1,209,,,19,4899,145,1230,,,2,14960,43,2529,,,,2941,,454,,,1,1778,3,383,,,1,1712,3,202,,,22,6796,221,1539,,,,1977,1,300,,,71,8414,68,1864,,,113,3353,3,1023,,
2021-01-24,,2900,,398,,,,3169,,615,,,,1082,,209,,,,4899,,1230,,,2,14962,1,2530,,,,2941,,454,,,,1778,,383,,,15,1727,130,332,,,,6796,3,1542,,,,1977,,300,,,,8414,1,1865,,,,3353,,1023,,
2021-01-25,,2900,,398,,,,3169,,615,,,,1082,,209,,,,4899,,1230,,,,14962,,2530,,,1,2942,,454,,,,1778,1,384,,,,1727,1,333,,,,6796,,1542,,,,1977,,300,,,2,8416,3,1868,,,,3353,,1023,,
2021-01-26,2,2902,176,574,,,2,3171,220,835,,,1,1083,32,241,,,2,4901,66,1296,,,44,15006,618,3148,,,2,2944,21,475,,,1,1779,6,390,,,,1727,24,357,,,2,6798,117,1659,,,1,1978,52,352,,,22,8438,390,2258,,,1,3354,28,1051,,
2021-01-27,8,2910,446,1020,,,25,3196,227,1062,,,11,1094,141,382,,,21,4922,413,1709,,,69,15075,1291,4439,,,31,2975,223,698,,,10,1789,124,514,,,22,1749,186,543,,,8,6806,546,2205,,,4,1982,157,509,,,45,8483,823,3081,,,11,3365,274,1325,,
2021-01-28,63,2973,401,1421,,,24,3220,415,1477,,,10,1104,97,479,,,63,4985,496,2205,,,84,15159,1522,5961,,,98,3073,413,1111,,,12,1801,168,682,,,28,1777,207,750,,,37,6843,829,3034,,,23,2005,329,838,,,61,8544,637,3718,,,19,3384,285,1610,,
2021-01-29,42,3015,110,1531,,,30,3250,154,1631,,,10,1114,50,529,,,21,5006,299,2504,,,122,15281,1836,7797,,,24,3097,227,1338,,,6,1807,88,770,,,34,1811,177,927,,,87,6930,509,3543,,,9,2014,132,970,,,154,8698,363,4081,,,9,3393,107,1717,,
2021-01-30,5,3020,1,1532,,,,3250,,1631,,,1,1115,,529,,,,5006,1,2505,,,,15281,5,7802,,,,3097,,1338,,,,1807,,770,,,,1811,,927,,,,6930,,3543,,,,2014,,970,,,,8698,5,4086,,,5,3398,94,1811,,
2021-01-31,,3020,,1532,,,,3250,,1631,,,,1115,,529,,,,5006,,2505,,,,15281,1,7803,,,,3097,,1338,,,,1807,,770,,,,1811,,927,,,,6930,,3543,,,,2014,,970,,,,8698,1,4087,,,1,3399,,1811,,
2021-02-01,,3020,1,1533,,,,3250,,1631,,,,1115,,529,,,,5006,1,2506,,,22,15303,10,7813,,,,3097,,1338,,,,1807,,770,,,1,1812,,927,,,,6930,,3543,,,,2014,2,972,,,,8698,29,4116,,,,3399,1,1812,,
2021-02-02,1,3021,243,1776,,,2,3252,100,1731,,,,1115,22,551,,,,5006,22,2528,,,4,15307,313,8126,,,5,3102,228,1566,,,,1807,23,793,,,,1812,8,935,,,2,6932,18,3561,,,,2014,2,974,,,5,8703,113,4229,,,,3399,8,1820,,
2021-02-03,15,3036,396,2172,,,12,3264,140,1871,,,3,1118,110,661,,,33,5039,325,2853,,,58,15365,1403,9529,,,3,3105,186,1752,,,4,1811,229,1022,,,4,1816,87,1022,,,1,6933,550,4111,,,7,2021,180,1154,,,36,8739,828,5057,,,8,3407,230,2050,,
2021-02-04,10,3046,397,2569,,,246,3510,503,2374,,,4,1122,182,843,,,202,5241,897,3750,,,29,15394,1451,10980,,,46,3151,473,2225,,,1,1812,272,1294,,,6,1822,178,1200,,,7,6940,1007,5118,,,1,2022,208,1362,,,52,8791,897,5954,,,6,3413,381,2431,,
2021-02-05,10,3056,60,2629,,,52,3562,266,2640,,,8,1130,83,926,,,52,5293,579,4329,,,155,15549,1869,12849,,,13,3164,252,2477,,,4,1816,193,1487,,,16,1838,195,1395,,,8,6948,657,5775,,,5,2027,203,1565,,,36,8827,676,6630,,,4,3417,300,2731,,
2021-02-06,,3056,1,2630,,,,3562,,2640,,,,1130,,926,,,,5293,,4329,,,,15549,,12849,,,,3164,,2477,,,,1816,,1487,,,,1838,,1395,,,,6948,1,5776,,,5,2032,124,1689,,,22,8849,331,6961,,,1,3418,118,2849,,
2021-02-07,,3056,,2630,,,,3562,,2640,,,,1130,,926,,,,5293,,4329,,,,15549,,12849,,,,3164,,2477,,,,1816,,1487,,,,1838,,1395,,,,6948,,5776,,,,2032,,1689,,,,8849,,6961,,,,3418,,2849,,
2021-02-08,1,3057,,2630,,,,3562,,2640,,,,1130,,926,,,1,5294,,4329,,,4,15553,1,12850,,,194,3358,,2477,,,,1816,,1487,,,,1838,,1395,,,,6948,,5776,,,,2032,,1689,,,,8849,,6961,,,199,3617,,2849,,
2021-02-09,,3057,,2630,,,,3562,,2640,,,,1130,,926,,,,5294,,4329,,,,15553,1,12851,,,,3358,,2477,,,,1816,29,1516,,,,1838,,1395,,,,6948,2,5778,,,1,2033,,1689,,,85,8934,,6961,,,2,3619,,2849,,
2021-02-10,139,3196,88,2718,,,8,3570,4,2644,,,25,1155,38,964,,,335,5629,69,4398,,,1689,17242,344,13195,,,10,3368,24,2501,,,21,1837,39,1555,,,72,1910,27,1422,,,111,7059,48,5826,,,,2033,1,1690,,,79,9013,42,7003,,,5,3624,4,2853,,
2021-02-11,522,3718,46,2764,,,152,3722,142,2786,,,197,1352,24,988,,,873,6502,150,4548,,,2545,19787,591,13786,,,682,4050,76,2577,,,165,2002,59,1614,,,242,2152,166,1588,,,803,7862,184,6010,,,264,2297,116,1806,,,397,9410,200,7203,,,66,3690,116,2969,,
2021-02-12,322,4040,43,2807,,,1111,4833,168,2954,,,202,1554,40,1028,,,467,6969,103,4651,,,1700,21487,342,14128,,,381,4431,160,2737,,,352,2354,32,1646,,,151,2303,17,1605,,,559,8421,155,6165,,,543,2840,53,1859,,,657,10067,583,7786,,,471,4161,111,3080,,
2021-02-13,,4040,,2807,,,1,4834,2,2956,,,,1554,,1028,,,,6969,16,4667,,,2,21489,2,14130,,,,4431,,2737,,,,2354,,1646,,,37,2340,,1605,,,1,8422,2,6167,,,50,2890,11,1870,,,475,10542,44,7830,,,145,4306,114,3194,,
2021-02-14,,4040,,2807,,,,4834,,2956,,,,1554,,1028,,,,6969,,4667,,,,21489,1,14131,,,1,4432,,2737,,,,2354,,1646,,,2,2342,14,1619,,,,8422,,6167,,,,2890,,1870,,,14,10556,1,7831,,,,4306,,3194,,
2021-02-15,,4040,,2807,,,,4834,,2956,,,,1554,,1028,,,46,7015,1,4668,,,4,21493,3,14134,,,5,4437,1,2738,,,12,2366,,1646,,,7,2349,,1619,,,2,8424,,6167,,,,2890,,1870,,,,10556,3,7834,,,,4306,,3194,,
2021-02-16,4,4044,,2807,,,44,4878,,2956,,,11,1565,,1028,,,31,7046,1,4669,,,373,21866,6,14140,,,149,4586,2,2740,,,35,2401,1,1647,,,4,2353,,1619,,,31,8455,,6167,,,25,2915,1,1871,,,332,10888,65,7899,,,11,4317,1,3195,,
2021-02-17,480,4524,10,2817,,,123,5001,29,2985,,,144,1709,22,1050,,,191,7237,56,4725,,,1801,23667,121,14261,,,227,4813,6,2746,,,288,2689,8,1655,,,56,2409,23,1642,,,481,8936,232,6399,,,230,3145,12,1883,,,627,11515,86,7985,,,293,4610,24,3219,,
2021-02-18,510,5034,63,2880,,,1183,6184,17,3002,,,312,2021,5,1055,,,1344,8581,62,4787,,,1801,25468,235,14496,,,558,5371,72,2818,,,380,3069,10,1665,,,261,2670,43,1685,,,937,9873,38,6437,,,222,3367,2,1885,,,613,12128,213,8198,,,208,4818,9,3228,,
2021-02-19,54,5088,26,2906,,,408,6592,38,3040,,,180,2201,4,1059,,,565,9146,29,4816,,,2130,27598,161,14657,,,660,6031,68,2886,,,170,3239,16,1681,,,272,2942,21,1706,,,358,10231,174,6611,,,179,3546,15,1900,,,893,13021,40,8238,,,288,5106,16,3244,,
2021-02-20,15,5103,,2906,,,5,6597,,3040,,,3,2204,,1059,,,37,9183,,4816,,,1326,28924,,14657,,,8,6039,,2886,,,3,3242,,1681,,,113,3055,,1706,,,13,10244,,6611,,,96,3642,10,1910,,,902,13923,3,8241,,,2,5108,5,3249,,
2021-02-21,,5103,,2906,,,,6597,,3040,,,,2204,,1059,,,,9183,,4816,,,,28924,1,14658,,,,6039,,2886,,,,3242,,1681,,,,3055,,1706,,,,10244,,6611,,,,3642,,1910,,,,13923,,8241,,,,5108,,3249,,
2021-02-22,133,5236,,2906,,,,6597,,3040,,,11,2215,,1059,,,,9183,,4816,,,43,28967,2,14660,,,90,6129,,2886,,,1,3243,1,1682,,,9,3064,1,1707,,,30,10274,,6611,,,10,3652,,1910,,,39,13962,,8241,,,108,5216,,3249,,
2021-02-23,147,5383,,2906,,,43,6640,1,3041,,,26,2241,1,1060,,,,9183,,4816,,,301,29268,,14660,,,285,6414,2,2888,,,46,3289,,1682,,,24,3088,,1707,,,189,10463,2,6613,,,11,3663,,1910,,,352,14314,6,8247,,,100,5316,,3249,,
2021-02-24,433,5816,24,2930,,,584,7224,22,3063,,,205,2446,8,1068,,,725,9908,25,4841,,,1963,31231,57,14717,,,423,6837,1,2889,,,265,3554,5,1687,,,149,3237,1,1708,,,948,11411,31,6644,,,126,3789,6,1916,,,612,14926,6,8253,,,386,5702,4,3253,,
2021-02-25,725,6541,6,2936,,,1124,8348,24,3087,,,193,2639,10,1078,,,1455,11363,13,4854,,,2233,33464,71,14788,,,945,7782,8,2897,,,722,4276,6,1693,,,406,3643,4,1712,,,1174,12585,11,6655,,,393,4182,1,1917,,,1147,16073,26,8279,,,283,5985,11,3264,,
2021-02-26,121,6662,11,2947,,,444,8792,51,3138,,,48,2687,7,1085,,,915,12278,43,4897,,,1140,34604,187,14975,,,988,8770,67,2964,,,489,4765,6,1699,,,174,3817,24,1736,,,882,13467,18,6673,,,384,4566,3,1920,,,1195,17268,123,8402,,,470,6455,9,3273,,
2021-02-27,,6662,,2947,,,1,8793,,3138,,,,2687,,1085,,,,12278,1,4898,,,5,34609,5,14980,,,10,8780,,2964,,,49,4814,,1699,,,119,3936,,1736,,,1,13468,,6673,,,133,4699,5,1925,,,230,17498,,8402,,,372,6827,,3273,,
2021-02-28,,6662,,2947,,,,8793,,3138,,,,2687,,1085,,,,12278,,4898,,,,34609,,14980,,,,8780,,2964,,,,4814,,1699,,,,3936,,1736,,,,13468,,6673,,,,4699,,1925,,,,17498,,8402,,,,6827,,3273,,
2021-03-01,2,6664,,2947,,,13,8806,,3138,,,46,2733,,1085,,,5,12283,,4898,,,42,34651,,14980,,,91,8871,,2964,,,,4814,,1699,,,85,4021,,1736,,,98,13566,,6673,,,10,4709,,1925,,,438,17936,,8402,,,307,7134,,3273,,
2021-03-02,206,6870,,2947,,,10,8816,,3138,,,166,2899,5,1090,,,55,12338,,4898,,,408,35059,1,14981,,,225,9096,,2964,,,8,4822,,1699,,,57,4078,,1736,,,552,14118,5,6678,,,11,4720,,1925,,,210,18146,,8402,,,264,7398,,3273,,
2021-03-03,261,7131,141,3088,,,707,9523,7,3145,,,250,3149,18,1108,,,479,12817,68,4966,,,1507,36566,200,15181,,,340,9436,4,2968,,,327,5149,9,1708,,,20,4098,52,1788,,,1254,15372,171,6849,,,176,4896,50,1975,,,862,19008,123,8525,,,395,7793,60,3333,,
2021-03-04,333,7464,288,3376,,,565,10088,113,3258,,,155,3304,186,1294,,,713,13530,432,5398,,,746,37312,1765,16946,,,618,10054,395,3363,,,570,5719,194,1902,,,327,4425,128,1916,,,489,15861,692,7541,,,447,5343,342,2317,,,1365,20373,95,8620,,,399,8192,32,3365,,
2021-03-05,136,7600,183,3559,,,458,10546,964,4222,,,125,3429,182,1476,,,413,13943,685,6083,,,1199,38511,1117,18063,,,682,10736,501,3864,,,178,5897,255,2157,,,176,4601,163,2079,,,361,16222,351,7892,,,175,5518,312,2629,,,301,20674,638,9258,,,391,8583,430,3795,,
2021-03-06,2,7602,,3559,,,1,10547,1,4223,,,1,3430,,1476,,,5,13948,1,6084,,,178,38689,65,18128,,,167,10903,1,3865,,,1,5898,,2157,,,93,4694,,2079,,,7,16229,,7892,,,94,5612,50,2679,,,702,21376,339,9597,,,113,8696,139,3934,,
2021-03-07,,7602,,3559,,,,10547,,4223,,,,3430,,1476,,,,13948,,6084,,,2,38691,,18128,,,,10903,,3865,,,,5898,,2157,,,,4694,,2079,,,,16229,,7892,,,,5612,,2679,,,,21376,,9597,,,,8696,,3934,,
2021-03-08,69,7671,1,3560,,,3,10550,,4223,,,25,3455,,1476,,,58,14006,2,6086,,,36,38727,4,18132,,,59,10962,191,4056,,,,5898,,2157,,,2,4696,2,2081,,,295,16524,,7892,,,30,5642,,2679,,,705,22081,2,9599,,,126,8822,194,4128,,
2021-03-09,46,7717,107,3667,,,10,10560,3,4226,,,154,3609,13,1489,,,91,14097,1,6087,,,154,38881,123,18255,,,102,11064,,4056,,,98,5996,17,2174,,,92,4788,,2081,,,556,17080,,7892,,,129,5771,1,2680,,,1891,23972,231,9830,,,365,9187,4,4132,,
2021-03-10,35,7752,477,4144,,,79,10639,237,4463,,,94,3703,125,1614,,,201,14298,243,6330,,,528,39409,2654,20909,,,421,11485,12,4068,,,317,6313,178,2352,,,136,4924,32,2113,,,972,18052,311,8203,,,90,5861,129,2809,,,1544,25516,328,10158,,,373,9560,249,4381,,
2021-03-11,83,7835,483,4627,,,667,11306,917,5380,,,205,3908,288,1902,,,387,14685,1083,7413,,,366,39775,1888,22797,,,765,12250,687,4755,,,385,6698,358,2710,,,179,5103,144,2257,,,483,18535,944,9147,,,397,6258,236,3045,,,2045,27561,676,10834,,,294,9854,230,4611,,
2021-03-12,126,7961,240,4867,,,252,11558,371,5751,,,95,4003,136,2038,,,1403,16088,548,7961,,,1931,41706,1909,24706,,,722,12972,203,4958,,,265,6963,134,2844,,,300,5403,173,2430,,,930,19465,327,9474,,,504,6762,59,3104,,,1610,29171,804,11638,,,339,10193,277,4888,,
2021-03-13,420,8381,14,4881,,,397,11955,5,5756,,,37,4040,2,2040,,,48,16136,22,7983,,,1042,42748,1130,25836,,,876,13848,6,4964,,,67,7030,1,2845,,,216,5619,7,2437,,,1104,20569,9,9483,,,129,6891,96,3200,,,1669,30840,963,12601,,,430,10623,4,4892,,
2021-03-14,,8381,,4881,,,,11955,,5756,,,,4040,,2040,,,,16136,,7983,,,,42748,,25836,,,,13848,,4964,,,,7030,,2845,,,,5619,,2437,,,,20569,,9483,,,1,6892,,3200,,,,30840,,12601,,,,10623,,4892,,
2021-03-15,2,8383,1,4882,,,1,11956,,5756,,,7,4047,,2040,,,98,16234,288,8271,,,34,42782,3,25839,,,108,13956,,4964,,,10,7040,,2845,,,11,5630,,2437,,,208,20777,,9483,,,10,6902,,3200,,,651,31491,,12601,,,196,10819,1,4893,,
2021-03-16,,8383,,4882,,,,11956,,5756,,,,4047,2,2042,,,1,16235,,8271,,,8,42790,254,26093,,,1,13957,228,5192,,,3,7043,43,2888,,,,5630,,2437,,,186,20963,84,9567,,,7,6909,,3200,,,73,31564,174,12775,,,,10819,,4893,,
2021-03-17,15,8398,445,5327,,,23,11979,219,5975,,,24,4071,199,2241,,,34,16269,804,9075,,,102,42892,1806,27899,,,10,13967,173,5365,,,22,7065,399,3287,,,15,5645,110,2547,,,27,20990,567,10134,,,34,6943,67,3267,,,137,31701,684,13459,,,9,10828,239,5132,,
2021-03-18,43,8441,676,6003,,,616,12595,937,6912,,,19,4090,147,2388,,,31,16300,1389,10464,,,213,43105,1996,29895,,,233,14200,323,5688,,,51,7116,400,3687,,,9,5654,166,2713,,,114,21104,956,11090,,,173,7116,354,3621,,,168,31869,837,14296,,,9,10837,256,5388,,
2021-03-19,420,8861,113,6116,,,34,12629,272,7184,,,31,4121,49,2437,,,465,16765,351,10815,,,1173,44278,821,30716,,,91,14291,523,6211,,,46,7162,235,3922,,,69,5723,222,2935,,,212,21316,841,11931,,,112,7228,78,3699,,,287,32156,753,15049,,,38,10875,275,5663,,
2021-03-20,49,8910,,6116,,,6,12635,,7184,,,1,4122,,2437,,,38,16803,,10815,,,2316,46594,4,30720,,,32,14323,,6211,,,7,7169,44,3966,,,55,5778,2,2937,,,52,21368,,11931,,,39,7267,131,3830,,,1259,33415,,15049,,,206,11081,,5663,,
2021-03-21,,8910,,6116,,,,12635,,7184,,,,4122,,2437,,,,16803,,10815,,,1,46595,,30720,,,,14323,,6211,,,,7169,1,3967,,,,5778,,2937,,,,21368,,11931,,,,7267,,3830,,,,33415,,15049,,,,11081,,5663,,
2021-03-22,12,8922,1,6117,,,2,12637,,7184,,,,4122,,2437,,,312,17115,4,10819,,,46,46641,1,30721,,,278,14601,,6211,,,1,7170,,3967,,,,5778,,2937,,,19,21387,,11931,,,2,7269,,3830,,,269,33684,,15049,,,186,11267,3,5666,,
2021-03-23,416,9338,,6117,,,21,12658,1,7185,,,57,4179,,2437,,,48,17163,,10819,,,677,47318,28,30749,,,44,14645,1,6212,,,45,7215,1,3968,,,121,5899,,2937,,,950,22337,1,11932,,,182,7451,1,3831,,,1163,34847,283,15332,,,268,11535,,5666,,
2021-03-24,436,9774,235,6352,,,51,12709,256,7441,,,143,4322,322,2759,,,962,18125,122,10941,,,2178,49496,175,30924,,,182,14827,51,6263,,,404,7619,257,4225,,,200,6099,4,2941,,,1531,23868,334,12266,,,249,7700,140,3971,,,729,35576,683,16015,,,311,11846,53,5719,,
2021-03-25,714,10488,117,6469,,,482,13191,148,7589,,,294,4616,119,2878,,,2106,20231,478,11419,,,2252,51748,445,31369,,,1077,15904,244,6507,,,542,8161,187,4412,,,544,6643,100,3041,,,1470,25338,269,12535,,,733,8433,216,4187,,,1352,36928,207,16222,,,358,12204,31,5750,,
2021-03-26,715,11203,128,6597,,,1176,14367,221,7810,,,356,4972,90,2968,,,2328,22559,116,11535,,,3341,55089,374,31743,,,778,16682,233,6740,,,479,8640,126,4538,,,503,7146,179,3220,,,1162,26500,303,12838,,,366,8799,38,4225,,,1953,38881,171,16393,,,614,12818,373,6123,,
2021-03-27,288,11491,1,6598,,,328,14695,1,7811,,,56,5028,,2968,,,593,23152,1,11536,,,3223,58312,208,31951,,,530,17212,43,6783,,,28,8668,,4538,,,438,7584,,3220,,,482,26982,4,12842,,,219,9018,86,4311,,,251,39132,106,16499,,,358,13176,46,6169,,
2021-03-28,2,11493,,6598,,,5,14700,,7811,,,10,5038,,2968,,,38,23190,,11536,,,1060,59372,3,31954,,,22,17234,,6783,,,10,8678,,4538,,,92,7676,,3220,,,7,26989,,12842,,,4,9022,,4311,,,6,39138,,16499,,,2,13178,,6169,,
2021-03-29,21,11514,,6598,,,14,14714,,7811,,,80,5118,,2968,,,184,23374,,11536,,,367,59739,,31954,,,53,17287,,6783,,,23,8701,,4538,,,77,7753,,3220,,,69,27058,,12842,,,10,9032,6,4317,,,107,39245,1,16500,,,125,13303,,6169,,
2021-03-30,312,11826,1,6599,,,205,14919,1,7812,,,333,5451,,2968,,,331,23705,,11536,,,2195,61934,12,31966,,,314,17601,,6783,,,221,8922,1,4539,,,195,7948,,3220,,,859,27917,185,13027,,,280,9312,1,4318,,,2034,41279,26,16526,,,410,13713,97,6266,,
