date,deceased.age.female.0-3,deceased.age.female.4-18,deceased.age.female.19-31,deceased.age.female.32-41,deceased.age.female.42-51,deceased.age.female.52-61,deceased.age.female.62-71,deceased.age.female.72+,deceased.age.male.0-3,deceased.age.male.4-18,deceased.age.male.19-31,deceased.age.male.32-41,deceased.age.male.42-51,deceased.age.male.52-61,deceased.age.male.62-71,deceased.age.male.72+
2013-11-01,,,,,,,,16,,,,,1,3,4,18
2013-11-02,,,,,1,,1,20,,,,,1,1,3,21
2013-11-03,,1,,,,,2,27,,1,,2,1,2,,27
2013-11-04,,1,,,,,,28,,,,,,,2,18
2013-11-05,,,,,,1,1,23,,,,1,2,1,5,28
2013-11-06,,,,,,1,,16,,,,,,3,3,21
2013-11-07,,,,,,,1,26,,,,,,,3,19
2013-11-08,,,,,,,4,30,,,,,,1,2,21
2013-11-09,,,,,,2,,23,,,,1,,1,5,14
2013-11-10,,,,,,,,22,,,,1,,,2,14
2013-11-11,,1,,,,,,20,,,1,,,1,4,23
2013-11-12,,,,,,,2,26,,,,,1,,5,20
2013-11-13,,,,,,,,20,,,,,,1,3,25
2013-11-14,,,,,,2,1,28,,,,1,1,,4,18
2013-11-15,,1,,,,,,23,,,,1,,2,4,17
2013-11-16,,,,,,,1,23,,,,,,1,2,23
2013-11-17,,,,,,,2,21,,,,,2,1,2,14
2013-11-18,,,,,,1,,26,,,,,,,6,17
2013-11-19,,,,,,1,2,22,,1,,,1,,,17
2013-11-20,,,1,,,,,14,,,,,1,,5,17
2013-11-21,,,,,,,3,28,,,,1,,2,1,21
2013-11-22,,,,,,,3,21,,,,1,,,4,26
2013-11-23,,,,,,1,1,24,,,,1,2,2,6,17
2013-11-24,,,,,,1,1,29,,,,,,1,,25
2013-11-25,,,,,,,5,26,,1,,,,,4,16
2013-11-26,,,,,,,3,29,,,,,,2,2,22
2013-11-27,,,,,,,1,26,,,,,,,7,28
2013-11-28,,,,,1,1,,25,,,,2,,,3,23
2013-11-29,,,,,,1,1,30,,,,,,2,5,15
2013-11-30,,,,,1,1,2,18,,,,,,2,1,24
2013-12-01,,,,,1,,3,24,,,,,,1,3,24
2013-12-02,,,,,4,1,1,20,,,,,,1,6,23
2013-12-03,,,,,,,4,25,,,,,,,5,25
2013-12-04,,,,,,1,1,28,,,,1,1,,3,16
2013-12-05,,,,,,1,3,25,,,,,1,,1,15
2013-12-06,,,,,,1,3,23,,,,2,1,,7,19
2013-12-07,,,1,,,,,29,,,,,1,3,2,23
2013-12-08,,,,,,,1,23,,,,,,1,5,19
2013-12-09,,,,,,,1,27,,,,,1,,2,26
2013-12-10,,,,,,1,,28,,,,,1,1,5,19
2013-12-11,,,,,,1,,33,,,1,,1,1,3,22
2013-12-12,,,,,,1,1,28,,,,,,,4,18
2013-12-13,,,,,,,3,26,,1,,,,1,4,21
2013-12-14,,,,,1,1,3,24,,,,1,,,2,22
2013-12-15,,,,,,,2,28,,2,,,1,1,4,22
2013-12-16,,,,,,,1,31,,2,1,,1,2,3,20
2013-12-17,,,,,,,,29,,,,,1,,3,22
2013-12-18,,,,,,2,1,23,,,,,,,4,15
2013-12-19,,,,,,,2,15,,,,,,,1,18
2013-12-20,,,,,,,2,31,,,1,,1,,6,18
2013-12-21,,,,,,2,,21,,,,2,1,1,3,13
2013-12-22,,1,,,,,2,29,,1,,,,3,3,32
2013-12-23,,,,,,,5,30,,,,2,,2,2,23
2013-12-24,,,1,,,2,4,32,,2,,1,2,1,5,31
2013-12-25,,,,,,,2,19,,,,2,,1,10,22
2013-12-26,,,,,,,1,32,,,1,1,,2,2,18
2013-12-27,,,,,,1,1,30,,,,1,,,5,24
2013-12-28,,,,,,,4,36,,,,,,1,2,30
2013-12-29,,,,,,3,1,24,,,,,3,2,2,19
2013-12-30,,1,,,,,3,28,,,,,2,,6,23
2013-12-31,,,,,,3,3,27,,,1,,,1,6,24
2014-01-01,,,,,,1,,31,,,,,1,2,6,22
2014-01-02,,,,,,,1,27,,,,,1,2,3,25
2014-01-03,,,,,,,,39,,1,,,,3,2,23
2014-01-04,,,,1,,1,2,28,,,1,,2,,3,17
2014-01-05,,,,,,1,,24,,,1,,1,,4,20
2014-01-06,,,,,1,,1,25,,,,,,1,3,23
2014-01-07,,,,,,,,33,,,,1,,4,4,23
2014-01-08,,,,,,2,,22,,,,,,3,3,20
2014-01-09,,,,,,,2,36,,,,,,1,2,12
2014-01-10,,,,,,,3,33,,,,,,1,6,18
2014-01-11,,1,,,,,1,37,,,,1,,,2,28
2014-01-12,,,,,1,1,1,23,,1,,2,2,4,4,28
2014-01-13,,,,,,1,,30,,,,1,,,1,19
2014-01-14,,,,,,,3,18,,,,,,2,6,30
2014-01-15,,,1,,,1,4,25,,,,,1,,1,11
2014-01-16,,,,,,1,3,31,,,,,1,1,4,14
2014-01-17,,,,,1,,1,23,,,,,,2,3,22
2014-01-18,,,,,1,,1,17,,,,,,1,6,12
2014-01-19,,,,,1,,,37,,,,,,1,8,27
2014-01-20,,1,,,2,1,,25,,,,,2,,3,26
2014-01-21,,,,,1,1,1,18,,,,,,2,1,21
2014-01-22,,,,,,,6,24,,,,,,,1,20
2014-01-23,,,,,,,1,29,,,,,2,,2,18
2014-01-24,,,,,,1,2,18,,,,,,3,6,21
2014-01-25,,,,,1,1,1,20,,,,1,3,2,4,18
2014-01-26,,,,,,1,,26,,,,,,4,5,23
2014-01-27,,,,,,1,2,35,,,,1,2,1,4,19
2014-01-28,,,,1,,2,,19,,,,,1,1,4,25
2014-01-29,,,,,,1,3,27,,,,,1,1,1,30
2014-01-30,,,,,,,1,25,,,,,,,3,27
2014-01-31,,,,,,2,,27,,,1,,,1,4,26
2014-02-01,,,,,1,,1,34,,1,,,,1,2,25
2014-02-02,,,,,,,1,34,,,,,3,,6,20
2014-02-03,,,,,1,1,2,42,,,1,,,1,3,19
2014-02-04,,,,,,,3,33,,,,,,1,,21
2014-02-05,,1,,1,,1,1,29,,,2,,3,,6,16
2014-02-06,,,,,1,,1,16,,,,,1,,4,22
2014-02-07,,,,,,1,1,28,,,,,2,,1,19
2014-02-08,,,,,,2,1,25,,,,,,,2,20
2014-02-09,,,,1,,1,5,41,,,,1,1,1,5,16
2014-02-10,,,,,1,1,,27,,,,2,,2,5,27
2014-02-11,,,,,,,1,33,,,1,,,2,2,35
2014-02-12,,,,,,1,1,20,,,,,1,1,,19
2014-02-13,,,,,,,3,21,,,,,1,2,2,24
2014-02-14,,,,,,,1,30,,,,,,2,2,17
2014-02-15,,,1,,,1,,31,,,,1,,,4,19
2014-02-16,,,,,,1,,34,,,,,,1,4,25
2014-02-17,,,,,1,,,29,,,,,2,2,2,26
2014-02-18,,,,1,1,3,2,30,,,,,1,2,3,30
2014-02-19,,,,,,,,34,,,,1,1,3,3,25
2014-02-20,,,,,,,1,32,,,,,,1,2,23
2014-02-21,,,,,,1,1,24,,,,,1,,5,16
2014-02-22,,,,,,,5,31,,,,,,2,2,23
2014-02-23,,1,,,,,2,26,,,,1,,,5,27
2014-02-24,,,,,,1,3,26,,,,1,,1,4,34
2014-02-25,,,,,,1,,27,,,,,,1,4,33
2014-02-26,,,,,1,1,1,23,,,,2,1,1,3,34
2014-02-27,,,,,,1,1,25,,,,,,2,2,26
2014-02-28,,,,,,,1,36,,,,,,3,4,31
2014-03-01,,,,,,,,42,,,,1,,4,8,18
2014-03-02,,,,,1,,1,26,,,,1,,1,6,23
2014-03-03,,,,,,2,1,22,,3,,,1,,4,30
2014-03-04,,,,,,,1,34,,,,1,,,3,25
2014-03-05,,,,,,1,,18,,1,,,,,8,21
2014-03-06,,,,,,1,2,27,,,,,1,2,4,28
2014-03-07,,,,,1,,2,28,,,,,,1,10,28
2014-03-08,,,,,,,1,37,,,,,,1,4,21
2014-03-09,,,,,,2,1,25,,1,,,1,,,17
2014-03-10,,,,,,2,2,23,,,,,,3,3,28
2014-03-11,,,,,,,1,27,,,,,3,,1,17
2014-03-12,,,,1,,,1,40,,,,,2,2,6,28
2014-03-13,,,,,,1,,22,,,,,1,1,4,20
2014-03-14,,,,,,1,,24,,,,1,1,,3,34
2014-03-15,,,,,,,2,30,,,,,,,1,25
2014-03-16,,,,,,,2,29,,,,,,,5,23
2014-03-17,,,1,,,1,2,27,,,,,,,2,29
2014-03-18,,,,,,1,1,34,,,,,1,1,3,27
2014-03-19,,,,,1,2,,27,,,,,,2,5,26
2014-03-20,,,,,1,,1,30,,,,,,1,5,29
2014-03-21,,,,1,,,2,35,,,,,,,1,29
2014-03-22,,,,,1,,3,25,,,,1,,1,1,20
2014-03-23,,,,,,1,1,37,,,,,,2,4,19
2014-03-24,,,,,,3,3,25,,,,,,4,1,13
2014-03-25,,,,,,1,2,27,,,,,1,,3,25
2014-03-26,,,,,,,2,26,,,,,,3,5,21
2014-03-27,,,,,,1,2,29,,1,,1,,3,2,26
2014-03-28,,,,,,,2,21,,,,,,,5,20
2014-03-29,,,,,,1,3,25,,,,1,,2,1,20
2014-03-30,,,,,,,2,26,,,,,,3,3,18
2014-03-31,,,,1,,1,2,20,,,,,1,1,6,21
2014-04-01,,,,,,,3,31,,,,,2,,3,28
2014-04-02,,,,,,,,28,,,,,2,2,8,28
2014-04-03,,,,,,1,1,30,,,,1,2,,9,23
2014-04-04,,,,,,1,3,26,,,1,,,2,5,23
2014-04-05,,,,,,1,6,23,,,,,,2,4,20
2014-04-06,,,,,,1,1,26,,,1,,1,,4,21
2014-04-07,,,,,,,5,32,,,,,4,,8,24
2014-04-08,,,,,,,,27,,,,,,2,6,22
2014-04-09,,1,,,,1,1,20,,,,,,2,3,20
2014-04-10,,,,1,,1,1,20,,,,,1,1,2,17
2014-04-11,,,,,1,,1,23,,,,1,1,,4,23
2014-04-12,,,,,1,,5,35,,,,,,1,5,27
2014-04-13,,,,,,,2,20,,,1,,,,4,22
2014-04-14,,,,,,1,1,27,,,,,,2,4,17
2014-04-15,,,,,,,1,31,,2,,,,,3,24
2014-04-16,,,,,,1,,22,,,,,,2,6,14
2014-04-17,,,,,,,1,27,,,,,,1,3,21
2014-04-18,,,,,,1,1,23,,,,,,2,3,29
2014-04-19,,,,,,1,,26,,,,,,1,4,30
2014-04-20,,,,,1,,3,24,,1,,1,1,2,5,23
2014-04-21,,,,1,,,,23,,,,,,2,6,19
2014-04-22,,,,1,,1,3,24,,,,,,,1,17
2014-04-23,,,,,1,,,21,,,1,,1,1,6,20
2014-04-24,,,,,,1,2,21,,,1,,,1,2,22
2014-04-25,,,,,,3,1,22,,,,1,,,1,20
2014-04-26,,,,,,,1,27,,,,,,1,5,23
2014-04-27,,,,,,1,2,16,,,,,,,5,15
2014-04-28,,,,,,1,1,27,,,,,,,2,22
2014-04-29,,,,,,,1,20,,,,1,,,3,11
2014-04-30,,,,,,1,1,21,,,,,1,,4,16
2014-05-01,,,,,,,3,22,,,,,,2,3,22
2014-05-02,,,,,,2,3,23,,,,1,1,2,7,24
2014-05-03,,,,,,1,,24,,,,,,3,2,18
2014-05-04,,,,,,,1,31,,,,1,1,,5,19
2014-05-05,,,,,,1,4,24,,,,,,,5,16
2014-05-06,,,,,,1,2,25,,1,,,,,1,15
2014-05-07,,,,1,,3,2,25,,,,,3,1,4,19
2014-05-08,,,,,,,3,18,,,,,2,,3,19
2014-05-09,,,,,,,,25,,,,,,3,1,19
2014-05-10,,,,,,1,1,24,,,,,,,5,17
2014-05-11,,,,,,,1,15,,,1,,1,,4,11
2014-05-12,,,,,2,1,5,24,,,,1,1,,8,23
2014-05-13,,,,,,,2,20,,,,1,1,,5,19
2014-05-14,,,,,,,1,22,,,,,,2,2,12
2014-05-15,,,,,,1,,26,,,,,2,1,3,18
2014-05-16,,,,,,,1,19,,,,,,,2,28
2014-05-17,,,,,,1,3,22,,,,,,1,6,18
2014-05-18,,,,,,1,,18,,,,,1,1,4,17
2014-05-19,,,,,1,2,1,29,,,,,2,4,2,23
2014-05-20,,,1,,,,1,24,,,,,1,2,3,21
2014-05-21,,1,,,,1,1,24,,,,,1,1,8,14
2014-05-22,,,,,1,,2,17,,,,1,1,1,,18
2014-05-23,,,,,1,1,3,28,,,,,2,2,3,25
2014-05-24,,,,,,,2,23,,,2,,,,5,16
2014-05-25,,,,,,2,5,16,,,1,1,2,2,4,23
2014-05-26,,,,,,,3,22,,,,,,3,2,22
2014-05-27,,,,,,,,25,,,,,,1,3,20
2014-05-28,,,,,,,,24,,,,,,,3,10
2014-05-29,,,,,1,,3,23,,,,1,2,,4,14
2014-05-30,,,,,,,,21,,,,1,1,1,6,17
2014-05-31,,,,,,,4,22,,,,2,,1,2,31
2014-06-01,,,,,,,2,24,,,,1,,,5,25
2014-06-02,,,,,1,,2,24,,,,,,2,1,22
2014-06-03,,,,,,1,1,29,,,,,,2,4,22
2014-06-04,,,,,,,3,24,,,,,,2,,14
2014-06-05,,,,,,2,2,23,,,,,,3,3,28
2014-06-06,,1,,,,2,1,24,,,,,1,,5,23
2014-06-07,,,2,,,1,1,25,,,,1,1,1,5,12
2014-06-08,,,,,,,2,27,,,,,1,1,,17
2014-06-09,,,,,,,2,28,,,,,1,6,3,16
2014-06-10,,,,,1,,1,23,,,2,,,2,10,26
2014-06-11,,,,,,,,25,,,,,,3,5,24
2014-06-12,,,,,,3,,29,,,1,1,1,3,3,19
2014-06-13,,,,,,1,3,26,,,,,,,4,29
2014-06-14,,,,,1,,2,25,,,,,,3,6,20
2014-06-15,,,,,,1,2,23,,,,1,,1,1,22
2014-06-16,,,,,,1,1,25,,,,,,,4,18
2014-06-17,,,,,,,1,20,,,,,,6,2,13
2014-06-18,,,,,,1,1,22,,,,,2,1,9,22
2014-06-19,,,,,,1,1,14,,,,,1,1,3,18
2014-06-20,,,,,1,1,1,18,,,,,,2,4,12
2014-06-21,,,,1,1,,3,29,,,1,,1,1,3,18
2014-06-22,,,,1,,,,24,,,,,,,4,19
2014-06-23,,,,,,,1,29,,1,1,,1,2,3,10
2014-06-24,,,,,2,1,2,24,,,,1,,,5,23
2014-06-25,,,,,,2,,21,,,,1,,,4,21
2014-06-26,,,,,,,4,13,,,,1,1,,2,24
2014-06-27,,1,,1,1,1,2,20,,,,,1,1,1,12
2014-06-28,,,,,,,,26,,,,,,,1,25
2014-06-29,,,,,,,1,13,,,2,,1,1,3,22
2014-06-30,,,,,,1,1,27,,2,1,1,1,1,6,11
2014-07-01,,,,,,,2,22,,,,,,2,4,20
2014-07-02,,,,,,,2,17,,,,,1,4,2,16
2014-07-03,,,,1,,,3,35,,,,,,1,2,21
2014-07-04,,1,,,,,1,17,,,,1,,2,6,21
2014-07-05,,,,,,1,1,27,,,,,,,4,18
2014-07-06,,,,1,2,,1,27,,,,,1,1,3,19
2014-07-07,,,,,,,,21,,,,,,1,4,27
2014-07-08,,,,,,2,2,20,,,,,3,1,1,25
2014-07-09,,,,,1,1,1,24,,,,,,1,4,28
2014-07-10,,,,,,,1,18,,,,,1,3,1,10
2014-07-11,,,,,,2,1,32,,,1,1,,,4,32
2014-07-12,,,,,,,6,23,,,,,1,1,3,20
2014-07-13,,,,,1,1,2,21,,,1,,,,8,21
2014-07-14,,,,,,2,,19,,,,,,,3,28
2014-07-15,,,,,,,1,21,,,,,2,2,7,14
2014-07-16,,,,,,2,,25,,,,,,1,3,19
2014-07-17,,,,1,,,1,29,,,,,,4,6,28
2014-07-18,,,1,,,,1,29,,,,,1,,1,11
2014-07-19,,,,,,2,2,27,,1,,,,1,7,16
2014-07-20,,,,,,,2,28,,,,,3,2,3,24
2014-07-21,,,,,,1,2,21,,,,,,3,3,24
2014-07-22,,,1,,,,,28,,,,,,1,2,24
2014-07-23,,,,,,,2,24,,1,1,1,,2,2,18
2014-07-24,,,2,,1,1,1,20,,,,,1,1,1,16
2014-07-25,,,,,,2,2,22,,,,,,1,2,19
2014-07-26,,,,,,,4,26,,,,,2,1,4,17
2014-07-27,,,,,,,5,27,,,,,1,2,1,21
2014-07-28,,,,,,,,26,,,,,1,2,3,16
2014-07-29,,,,,,,2,17,,,,,,,4,19
2014-07-30,,,,,,,4,25,,,,,3,,7,22
2014-07-31,,,,,,,2,26,,,,,1,3,3,16
2014-08-01,,,,,,2,,20,,,,,,1,3,25
2014-08-02,,,,,,,3,18,,,,,,3,4,17
2014-08-03,,,,,,,,28,,,,1,,1,3,20
2014-08-04,,,,,,,3,24,,,,,,1,1,20
2014-08-05,,,,,1,,1,22,,,,,2,1,3,14
2014-08-06,,,,,1,1,2,30,,,,,1,1,4,20
2014-08-07,,,,,,1,,21,,1,,,,,2,22
2014-08-08,,,,,1,,,22,,,,,1,1,3,15
2014-08-09,,,,,2,,2,22,,,,,1,3,4,15
2014-08-10,,,,,,1,,30,,,,,,2,6,21
2014-08-11,,,,1,1,,2,18,,,1,,,2,4,19
2014-08-12,,,,,1,,1,20,,,,,,1,5,21
2014-08-13,,,,1,,,1,32,,,,,1,,7,13
2014-08-14,,,,,,1,2,25,,,1,,,2,5,19
2014-08-15,,,,,,,,27,,,,,,2,2,18
2014-08-16,,,,,,1,,15,,,,,2,2,2,21
2014-08-17,,,,,1,,1,22,,,,,,,1,22
2014-08-18,,,,,,,2,20,,,,,2,2,3,15
2014-08-19,,,,,,1,3,16,,,,,,1,2,18
2014-08-20,,,,,,1,3,18,,,1,,,4,3,23
2014-08-21,,,,,,,3,17,,,,,,,5,24
2014-08-22,,1,,,,,2,27,,,,,1,2,8,19
2014-08-23,,,,,,,,19,,,,,,3,,14
2014-08-24,,,,,,2,1,22,,,,,1,1,7,14
2014-08-25,,,,,,,4,20,,,,,3,2,7,7
2014-08-26,,,,,,,2,26,,,,,,2,5,22
2014-08-27,,,,,,2,,24,,,,,1,1,5,15
2014-08-28,,,,,1,,,24,,,,,,4,5,24
2014-08-29,,,1,,,,3,25,,,,2,1,,4,17
2014-08-30,,,,,,1,5,25,,,,,2,1,6,16
2014-08-31,,,,,,,4,22,,,,,,,5,18
2014-09-01,,,1,1,,,2,24,,1,,1,,1,3,17
2014-09-02,,,,,,,,25,,,,,,1,5,20
2014-09-03,,,,,,1,2,22,,,,,,1,2,8
2014-09-04,,,,,,2,2,23,,,,,1,2,6,13
2014-09-05,,,,,,2,2,25,,,1,,,1,3,16
2014-09-06,,,,,,,,16,,,,,,1,2,18
2014-09-07,,1,,,,1,3,16,,1,,,,1,7,16
2014-09-08,,,,,,,,20,,,,,,2,6,11
2014-09-09,,,,,,,,23,,,,,,1,6,13
2014-09-10,,,,1,,2,2,31,,,,,,2,4,19
2014-09-11,,1,,,1,,,31,,,,,,2,3,22
2014-09-12,,,1,,,,2,31,,,,,1,,5,16
2014-09-13,,,1,,,,,22,,,1,1,1,5,4,23
2014-09-14,,,,1,,,1,27,,,,2,3,,4,27
2014-09-15,,,,,,,1,25,,,,,,,2,21
2014-09-16,,2,,,,1,,20,,,,,2,5,4,20
2014-09-17,,,,,,,4,22,,,,,2,2,3,10
2014-09-18,,,,,,,4,16,,1,,1,,1,4,22
2014-09-19,,,,,,2,2,20,,,,,2,1,3,16
2014-09-20,,,,,1,,4,25,,,,1,,2,3,27
2014-09-21,,,,1,,2,1,22,,,,1,,2,4,13
2014-09-22,,,,,,,2,27,,,,,,1,4,22
2014-09-23,,,,,,1,2,18,,,,,,2,3,30
2014-09-24,,,,,,3,1,25,,,1,,,,4,17
2014-09-25,,,,,,,,21,,,,,,2,5,26
2014-09-26,,,,,,,2,22,,,,,,2,7,16
2014-09-27,,,,,,,2,30,,,,,1,,4,25
2014-09-28,,,,,,,3,26,,1,,,1,4,1,21
2014-09-29,,,,,,1,2,37,,,,,1,2,2,18
2014-09-30,,,,,,,1,17,,,,,1,2,7,20
2014-10-01,,,1,,1,2,6,16,,,1,,1,6,3,21
2014-10-02,,,,,,,1,20,,,,,,2,6,25
2014-10-03,,,,,1,,1,25,,,,1,1,2,2,23
2014-10-04,,,,,,1,6,25,,,,,,,4,27
2014-10-05,,,,,,,2,28,,,,,2,,4,26
2014-10-06,,,,,2,1,1,24,,1,,,2,,6,22
2014-10-07,,,,,,1,1,31,,,,,,,5,16
2014-10-08,,,,,,,3,24,,,,,1,,2,13
2014-10-09,,,,,,,1,26,,,,,,1,4,19
2014-10-10,,,,,,,2,31,,,,1,,1,4,23
2014-10-11,,,,,1,2,3,30,,,,,,1,7,24
2014-10-12,,,,,,1,2,17,,,1,,,,3,15
2014-10-13,,,,,,2,1,29,,,,,,3,5,20
2014-10-14,,1,,,,,2,21,,,,1,,4,5,17
2014-10-15,,,,,,,4,30,,,,,,,7,20
2014-10-16,,,,,,,,28,,,,,,,,18
2014-10-17,,,,,,,3,24,,,,,1,1,4,27
2014-10-18,,,,,1,2,2,24,,,,1,1,2,6,21
2014-10-19,,,,,,,1,29,,,,,,,2,22
2014-10-20,,1,,,,1,2,24,,,,,1,,3,25
2014-10-21,,2,,,,3,1,26,,,,,1,3,2,19
2014-10-22,,1,,,,,3,31,,,,,,2,3,10
2014-10-23,,,,,,,3,23,,,,1,1,1,8,16
2014-10-24,,,1,1,,1,3,20,,,,,,6,4,21
2014-10-25,,1,,,,,2,35,,,,,,1,4,15
2014-10-26,,1,,,,1,1,25,,,1,,,1,4,24
2014-10-27,,,,,1,,1,25,,,,,2,1,2,21
2014-10-28,,,,,,2,1,33,,,,,2,2,2,12
2014-10-29,,,,1,,1,1,27,,,,,,1,4,28
2014-10-30,,,,,1,2,4,26,,,,,1,1,1,22
2014-10-31,,,,,,1,,31,,,,,2,1,2,22
2014-11-01,,,,,,1,2,24,,1,,1,1,2,5,20
2014-11-02,,,,,,,4,23,,,,1,,2,5,17
2014-11-03,,,,,,,2,19,,,,,,3,2,23
2014-11-04,,,,,,,1,32,,,,,,,5,22
2014-11-05,,,,,1,,,21,,,,,,,3,23
2014-11-06,,,,,,1,4,25,,,,,,,4,26
2014-11-07,,,,,,,,29,,,1,,,1,1,28
2014-11-08,,,,,,1,1,18,,,,,1,,9,19
2014-11-09,,,,,,,2,31,,,,,,1,3,17
2014-11-10,,1,,,,1,1,37,,,,,3,2,5,22
2014-11-11,,,,,,,1,16,,,,1,2,,4,21
2014-11-12,,,,,,,3,26,,,,,,1,,19
2014-11-13,,,,,,1,1,22,,,,1,1,2,7,28
2014-11-14,,,,,1,,1,27,,,,,1,,7,27
2014-11-15,,,,,1,,,22,,,,,,,4,24
2014-11-16,,,1,,,2,1,26,,,,,,,6,24
2014-11-17,,,,,,1,2,28,,,,,,3,6,17
2014-11-18,,,,,,2,2,21,,,1,1,,,6,17
2014-11-19,,,,,,,,29,,,,,1,1,6,19
2014-11-20,,1,,,,1,1,22,,,,1,,,,25
2014-11-21,,,,,,1,2,23,,,,,3,1,6,22
2014-11-22,,,,,,1,,22,,,,,,3,3,21
2014-11-23,,,,,,,,20,,,,2,,4,2,12
2014-11-24,,,,,,1,2,31,,,,1,,1,3,15
2014-11-25,,,,1,,,4,21,,,,,,2,5,19
2014-11-26,,,,,,1,2,31,,,,,,2,3,18
2014-11-27,,,,,,,1,20,,,,,,,3,16
2014-11-28,,,,,,,5,32,,,,,,4,2,27
2014-11-29,,,,,,1,1,15,,,,,,2,5,24
2014-11-30,,,,,,,1,21,,,,,,1,2,27
2014-12-01,,,,1,,,4,23,,,1,1,,4,4,12
2014-12-02,,,,,1,1,2,27,,,,,,3,4,20
2014-12-03,,2,,,,,2,31,,,,,,,6,25
2014-12-04,,,,,,,1,31,,,1,,,1,5,21
2014-12-05,,,,,,2,2,32,,,,,,2,5,19
2014-12-06,,,,,,3,1,29,,,,,1,1,3,27
2014-12-07,,,,,1,,2,29,,,,1,1,,3,13
2014-12-08,,,,,,,4,28,,,1,,1,,4,17
2014-12-09,,,,,,,3,16,,,1,1,,2,4,23
2014-12-10,,,,,,4,,24,,2,,,1,3,2,14
2014-12-11,,,,,,1,1,14,,,,,,3,,20
2014-12-12,,,,,1,,2,25,,,,,,1,5,20
2014-12-13,,,,,,1,3,25,,,,1,2,3,3,25
2014-12-14,,,,,,1,1,24,,,1,,,1,3,16
2014-12-15,,,,,,1,3,21,,,,1,,,2,18
2014-12-16,,,,,,1,,29,,,,,,,3,28
2014-12-17,,,,,,,1,29,,1,,,,,6,31
2014-12-18,,,,,,,4,21,,,,,,1,5,23
2014-12-19,,,,,,,2,29,,,,,,1,5,22
2014-12-20,,,,,,1,1,29,,,,,1,1,4,20
2014-12-21,,,,,,,,25,,,,,,,4,23
2014-12-22,,,,1,,,1,28,,,,,,1,1,29
2014-12-23,,,,,,,4,26,,,,,,2,2,22
2014-12-24,,,,,,,2,28,,,,,,,5,25
2014-12-25,,,,2,,1,,21,,,,1,,3,1,21
2014-12-26,,1,,,,,1,26,,,,,1,1,5,28
2014-12-27,,,,1,,1,4,34,,,,,,2,1,20
2014-12-28,,1,,,,,1,34,,1,,1,2,1,4,25
2014-12-29,,,,,1,,2,24,,1,,,,2,4,21
2014-12-30,,,,,,,3,27,,,,,,,5,22
2014-12-31,,,,,,2,1,28,,1,,,1,,3,35
2015-01-01,,,,,1,,1,29,,,,1,1,2,7,25
2015-01-02,,,1,,,1,4,26,,,,,,1,1,29
2015-01-03,,,,,,2,3,29,,,,1,,,5,22
2015-01-04,,,,1,1,,2,38,,,,1,,2,5,23
2015-01-05,,,,,,1,3,33,,,1,,,1,2,20
2015-01-06,,,,,,,1,25,,,,,,3,6,24
2015-01-07,,1,,,,,,32,,,,,3,1,4,28
2015-01-08,,,,1,,1,2,33,,2,,,,1,2,17
2015-01-09,,,,,,1,2,25,,,,,,4,3,24
2015-01-10,,,,,,1,4,32,,,,,,1,2,24
2015-01-11,,,,1,,,2,30,,,,1,2,1,6,24
2015-01-12,,,,,,3,1,33,,,,1,,2,3,22
2015-01-13,,,,,,2,1,32,,1,,,2,2,2,26
2015-01-14,,,1,1,,,2,31,,,,,,1,4,30
2015-01-15,,,,,1,2,3,25,,,,,1,1,2,23
2015-01-16,,,,,,3,2,41,,,,,,1,1,37
2015-01-17,,,,,,1,4,30,,,,1,,,4,20
2015-01-18,,,,,,2,2,44,,,,,,,3,29
2015-01-19,,,,,1,,3,25,,,1,,,,5,32
2015-01-20,,,,,,3,1,33,,,,,,,7,29
2015-01-21,,,,1,1,1,1,39,,,,1,,,5,27
2015-01-22,,1,,,1,1,2,33,,,,,1,1,4,28
2015-01-23,,,,,,1,,33,,,,,,,2,21
2015-01-24,,,,,,1,2,31,,,1,,1,,3,24
2015-01-25,,,,,,,4,33,,,,,,1,4,25
2015-01-26,,,,,,,,38,,,,,1,,5,19
2015-01-27,,,,,1,,4,28,,,,1,1,1,5,21
2015-01-28,,,,,,1,2,43,,,,1,1,3,4,18
2015-01-29,,,,,,1,3,30,,,,,,,3,23
2015-01-30,,,,,,,1,27,,,1,,1,3,10,25
2015-01-31,,,,,,,1,30,,,,,1,3,1,33
2015-02-01,,,,,2,,1,31,,,,,,1,7,29
2015-02-02,,,,1,,,5,30,,,,,,1,7,23
2015-02-03,,,,,,1,,26,,,,,,,6,20
2015-02-04,,,,,,,1,27,,,,,,2,6,20
2015-02-05,,1,,,,1,,27,,,,1,,4,1,28
2015-02-06,,,,,1,,2,33,,,,,,1,4,23
2015-02-07,,,,,,,1,27,,1,1,1,,2,5,27
2015-02-08,,,,,,1,3,24,,,,,,3,9,25
2015-02-09,,,,,,1,2,24,,,,,2,2,9,33
2015-02-10,,,,,,,2,41,,1,,,,1,3,34
2015-02-11,,,,1,,1,1,29,,,,,1,,4,22
2015-02-12,,,,,1,1,3,30,,,,,1,2,7,37
2015-02-13,,,,1,,2,1,33,,,,1,1,,4,28
2015-02-14,,,,,,1,2,28,,,,,1,,4,22
2015-02-15,,,,1,,2,2,33,,,,,,1,2,25
2015-02-16,,,,,,,1,36,,1,,,1,4,8,22
2015-02-17,,,,,,,1,38,,,,,,2,5,18
